payment_id,payment_order_id,payment_amount,payment_fee,payment_method,payment_status
4427917,68410055,473760,0,VOUCHER,PAID
4427918,68410055,1579240,31600,ONLINE,PAID
4427941,68412721,827800,22360,ONLINE,PAID
4427948,68413340,235200,6360,ONLINE,PAID
4427955,68414018,183200,3680,ONLINE,PAID
4427956,68414309,427200,11520,ONLINE,PAID
4427961,68414512,231200,6240,ONLINE,PAID
4427963,68414563,107600,1600,ONLINE,PAID
4427975,68415103,462000,12480,ONLINE,PAID
4427976,68415140,797200,21520,ONLINE,PAID
4427980,68415344,381200,10280,ONLINE,PAID
4427983,68415457,594800,16040,ONLINE,PAID
4427988,68415474,680800,18400,ONLINE,PAID
4427989,68415543,79600,1200,ONLINE,PAID
4427990,68415543,20000,0,VOUCHER,PAID
4427997,68415947,103600,2080,ONLINE,PAID
4427999,68416059,700800,18920,ONLINE,PAID
4428001,68416226,125600,2520,ONLINE,PAID
4428002,68416227,103600,2080,ONLINE,PAID
4428003,68416230,187160,2800,ONLINE,PAID
4428010,68416397,116000,2320,ONLINE,PAID
4428013,68416643,187200,2800,ONLINE,PAID
4428031,68417307,167600,2520,ONLINE,PAID
4428033,68417497,112000,2240,ONLINE,PAID
4429474,68417544,437200,6560,DEBIT_STORE,PAID
4428190,68417646,219600,3280,DEBIT,PAID
4428036,68417778,129600,2600,ONLINE,PAID
4428039,68417787,291600,4360,ONLINE,PAID
4428040,68417787,20000,0,VOUCHER,PAID
4428041,68417799,124000,2480,ONLINE,PAID
4428046,68418089,303600,8200,ONLINE,PAID
4428049,68418092,191200,3840,ONLINE,PAID
4428054,68418430,869600,23480,ONLINE,PAID
4428058,68418711,315600,4720,ONLINE,PAID
4428063,68419091,397000,10720,ONLINE,PAID
4428065,68419094,342400,5120,ONLINE,PAID
4428066,68419140,448800,12120,ONLINE,PAID
4428067,68419146,40000,0,VOUCHER,PAID
4428603,68419146,134800,2040,DEBIT,PAID
4428069,68419302,133560,2000,ONLINE,PAID
4428070,68419302,48000,0,VOUCHER,PAID
4428071,68419305,809600,21840,ONLINE,PAID
4428072,68419373,668800,18040,ONLINE,PAID
4428079,68419684,99600,1480,ONLINE,PAID
4428080,68419684,40000,0,VOUCHER,PAID
4428081,68419797,515600,13920,ONLINE,PAID
4428083,68419848,674800,18200,ONLINE,PAID
4428084,68420053,508200,13720,ONLINE,PAID
4428085,68420053,80000,0,VOUCHER,PAID
4428087,68420308,327200,8840,ONLINE,PAID
4428093,68420589,191200,2880,ONLINE,PAID
4428094,68420589,48000,0,VOUCHER,PAID
4428095,68420592,250800,3760,ONLINE,PAID
4428097,68420776,20000,0,VOUCHER,PAID
4428486,68420776,81600,1240,DEBIT,PAID
4428099,68420869,986000,26640,ONLINE,PAID
4428101,68421071,247200,4960,ONLINE,PAID
4428110,68421547,55600,840,ONLINE,PAID
4428111,68421547,48000,0,VOUCHER,PAID
4428112,68421551,143200,2160,ONLINE,PAID
4428120,68421917,83600,1680,ONLINE,PAID
4428124,68421987,417000,11240,ONLINE,PAID
4428128,68422045,206800,3120,ONLINE,PAID
4428130,68422076,99200,1480,ONLINE,PAID
4428131,68422076,48000,0,VOUCHER,PAID
4428133,68422092,621200,16760,ONLINE,PAID
4428137,68422281,566400,15280,ONLINE,PAID
4428142,68422614,723200,19520,ONLINE,PAID
4428722,68422671,639600,0,MEAL_BENEFIT,PAID
4428148,68423110,91600,1360,ONLINE,PAID
4428149,68423110,20000,0,VOUCHER,PAID
4428150,68423162,477000,12880,ONLINE,PAID
4428157,68423436,235200,6360,ONLINE,PAID
4428161,68423588,374800,10120,ONLINE,PAID
4428460,68423643,355200,5320,DEBIT,PAID
4428164,68423762,340000,5120,ONLINE,PAID
4428166,68423847,309200,8360,ONLINE,PAID
4428170,68424216,182800,2760,ONLINE,PAID
4428171,68424238,199600,5400,ONLINE,PAID
4428174,68424433,551200,14880,ONLINE,PAID
4428179,68424547,786000,21240,ONLINE,PAID
4428182,68424656,345200,9320,ONLINE,PAID
4428184,68424659,1127600,30440,ONLINE,PAID
4428186,68424660,228000,4560,ONLINE,PAID
4428196,68424858,690400,18640,ONLINE,PAID
4428197,68425021,646800,17480,ONLINE,PAID
4428200,68425058,123200,1840,ONLINE,PAID
4428201,68425058,40000,0,VOUCHER,PAID
4428210,68425821,770000,20800,ONLINE,PAID
4428214,68426187,258800,7000,ONLINE,PAID
4428217,68426262,223600,4480,ONLINE,PAID
4428218,68426299,1363600,20440,ONLINE,PAID
4428221,68426376,646000,17440,ONLINE,PAID
4428222,68426421,589200,15920,ONLINE,PAID
4428223,68426421,32000,0,VOUCHER,PAID
4428225,68426427,405600,10960,ONLINE,PAID
4428226,68426471,621200,16760,ONLINE,PAID
4428234,68426619,454000,12240,ONLINE,PAID
4428236,68426696,647600,17480,ONLINE,PAID
4428237,68426696,47600,0,VOUCHER,PAID
4428239,68426996,294800,7960,ONLINE,PAID
4428240,68427057,622800,16800,ONLINE,PAID
4428243,68427326,491200,13280,ONLINE,PAID
4428249,68427588,687200,18560,ONLINE,PAID
4428253,68427630,99200,1480,ONLINE,PAID
4428254,68427630,48000,0,VOUCHER,PAID
4428255,68427637,71600,1080,ONLINE,PAID
4428256,68427637,48000,0,VOUCHER,PAID
4428262,68427952,227200,6120,ONLINE,PAID
4428263,68427968,71600,1080,ONLINE,PAID
4428264,68427968,48000,0,VOUCHER,PAID
4428271,68428396,460360,6920,ONLINE,PAID
4428272,68428396,48000,0,VOUCHER,PAID
4428276,68428457,547000,14760,ONLINE,PAID
4428280,68428503,424600,11480,ONLINE,PAID
4428284,68428566,397200,10720,ONLINE,PAID
4428288,68428840,347200,9360,ONLINE,PAID
4428296,68429064,512800,13840,ONLINE,PAID
4428297,68429127,286800,5720,ONLINE,PAID
4428301,68429213,211600,4240,ONLINE,PAID
4428303,68429311,20000,0,VOUCHER,PAID
4428629,68429311,181200,2720,DEBIT,PAID
4428304,68429364,230800,6240,ONLINE,PAID
4428305,68429379,250800,3760,ONLINE,PAID
4428308,68429530,47600,720,ONLINE,PAID
4428309,68429530,60000,0,VOUCHER,PAID
4428514,68429550,616600,11720,CREDIT,PAID
4428310,68429631,418800,11320,ONLINE,PAID
4428314,68429881,621200,16760,ONLINE,PAID
4428569,68430182,147600,2200,DEBIT,PAID
4428315,68430224,199600,5400,ONLINE,PAID
4428316,68430280,404800,10920,ONLINE,PAID
4428319,68430392,365200,9880,ONLINE,PAID
4428530,68430452,287200,4320,DEBIT,PAID
4428326,68430487,470800,12720,ONLINE,PAID
4428327,68430526,143200,2160,ONLINE,PAID
4428328,68430527,751600,20280,ONLINE,PAID
4428329,68430552,40000,0,VOUCHER,PAID
4428827,68430552,231200,3480,CREDIT,PAID
4428331,68430788,329000,8880,ONLINE,PAID
4428338,68431089,127200,1920,ONLINE,PAID
4428339,68431089,80000,0,VOUCHER,PAID
4428341,68431111,593560,8920,ONLINE,PAID
4428342,68431113,99600,2000,ONLINE,PAID
4428346,68431370,182800,2760,ONLINE,PAID
4428353,68431651,362880,5440,ONLINE,PAID
4428354,68431651,60720,0,VOUCHER,PAID
4428355,68431672,326400,8800,ONLINE,PAID
4428356,68431673,530800,14320,ONLINE,PAID
4428360,68432080,394400,10640,ONLINE,PAID
4428361,68432184,638800,17240,ONLINE,PAID
4428362,68432271,183600,3680,ONLINE,PAID
4428363,68432272,297200,8040,ONLINE,PAID
4428365,68432345,434400,11720,ONLINE,PAID
4428367,68432349,607200,16400,ONLINE,PAID
4428368,68432360,646800,17480,ONLINE,PAID
4428370,68432363,428800,11560,ONLINE,PAID
4428371,68432364,273600,7400,ONLINE,PAID
4428374,68432421,207200,4160,ONLINE,PAID
4428377,68432455,347200,9360,ONLINE,PAID
4428378,68432456,199600,5400,ONLINE,PAID
4428379,68432509,311600,4680,ONLINE,PAID
4428380,68432554,787200,21240,ONLINE,PAID
4428383,68432718,429600,6440,ONLINE,PAID
4428608,68432823,156000,2360,ONLINE,PAID
4428385,68432907,381600,10320,ONLINE,PAID
4428387,68433064,103600,1560,ONLINE,PAID
4428391,68433305,274800,5480,ONLINE,PAID
4428393,68433359,225200,4520,ONLINE,PAID
4428394,68433418,271200,4080,ONLINE,PAID
4428402,68433613,347200,9360,ONLINE,PAID
4428415,68434112,79200,1200,ONLINE,PAID
4428416,68434118,627200,16920,ONLINE,PAID
4428417,68434121,813400,21960,ONLINE,PAID
4428418,68434135,159200,2400,ONLINE,PAID
4428420,68434341,271200,7320,ONLINE,PAID
4428656,68434362,309400,0,MEAL_BENEFIT,PAID
4428422,68434442,450000,12160,ONLINE,PAID
4428426,68434497,573200,15480,ONLINE,PAID
4428427,68434509,267600,4000,ONLINE,PAID
4428432,68434849,2726400,73600,ONLINE,PAID
4428433,68434852,577000,15560,ONLINE,PAID
4428437,68434998,215600,4320,ONLINE,PAID
4428438,68435114,271600,7320,ONLINE,PAID
4428439,68435117,125600,2520,ONLINE,PAID
4428443,68435186,529200,14280,ONLINE,PAID
4428445,68435227,399200,6000,ONLINE,PAID
4428446,68435251,347200,9360,ONLINE,PAID
4428453,68435318,668800,18040,ONLINE,PAID
4428750,68435369,299160,4480,DEBIT,PAID
4428455,68435423,397000,10720,ONLINE,PAID
4428926,68435581,179200,2680,DEBIT,PAID
4428463,68435750,250800,3760,ONLINE,PAID
4428473,68436230,477000,12880,ONLINE,PAID
4428474,68436272,226800,3400,ONLINE,PAID
4428476,68436387,1012800,27360,ONLINE,PAID
4428477,68436424,649600,17520,ONLINE,PAID
4428483,68436527,273600,7400,ONLINE,PAID
4428484,68436531,347200,9360,ONLINE,PAID
4428485,68436552,216000,3240,ONLINE,PAID
4428488,68436652,111200,1680,ONLINE,PAID
4428491,68436696,666800,18000,ONLINE,PAID
4428493,68436739,1448000,39080,ONLINE,PAID
4428494,68436740,470800,12720,ONLINE,PAID
4428495,68436742,756800,20440,ONLINE,PAID
4428499,68436885,654000,17640,ONLINE,PAID
4428501,68437205,526400,14200,ONLINE,PAID
4428503,68437283,520800,14080,ONLINE,PAID
4428507,68437365,347200,9360,ONLINE,PAID
4428508,68437407,580800,15680,ONLINE,PAID
4429138,68437423,487200,7320,DEBIT,PAID
4428510,68437451,366800,7320,ONLINE,PAID
4428512,68437453,107600,1600,ONLINE,PAID
4428511,68437454,518400,14000,ONLINE,PAID
4428515,68437524,502600,13560,ONLINE,PAID
4428520,68437660,414800,11200,ONLINE,PAID
4428524,68437768,446800,12080,ONLINE,PAID
4428527,68437859,544800,14720,ONLINE,PAID
4428533,68437931,145600,3920,ONLINE,PAID
4428538,68438068,265600,7160,ONLINE,PAID
4428539,68438108,367200,9920,ONLINE,PAID
4428540,68438109,724800,19560,ONLINE,PAID
4428542,68438198,227600,4560,ONLINE,PAID
4428543,68438409,609200,16440,ONLINE,PAID
4428544,68438460,219200,3280,ONLINE,PAID
4428545,68438460,40000,0,VOUCHER,PAID
4428546,68438540,844800,22800,ONLINE,PAID
4428548,68438647,203200,3040,ONLINE,PAID
4428549,68438647,40000,0,VOUCHER,PAID
4428550,68438654,195200,2920,ONLINE,PAID
4428555,68438889,699200,18880,ONLINE,PAID
4428560,68439120,372000,7440,ONLINE,PAID
4428564,68439210,87600,1320,ONLINE,PAID
4429016,68439472,274800,3720,DEBIT,PAID
4428579,68439642,422800,11400,ONLINE,PAID
4428581,68439699,870800,23520,ONLINE,PAID
4428593,68440068,448600,12120,ONLINE,PAID
4428595,68440275,139600,2080,ONLINE,PAID
4428596,68440320,262400,3920,ONLINE,PAID
4428598,68440439,551800,14880,ONLINE,PAID
4428601,68440577,367200,9920,ONLINE,PAID
4428602,68440579,561200,15160,ONLINE,PAID
4428605,68440673,71600,1080,ONLINE,PAID
4428606,68440673,48000,0,VOUCHER,PAID
4428607,68440697,87600,1320,ONLINE,PAID
4428609,68440751,746400,11200,ONLINE,PAID
4428616,68441035,489200,13200,ONLINE,PAID
4428617,68441076,637600,17200,ONLINE,PAID
4428619,68441081,682400,18440,ONLINE,PAID
4428622,68441235,285200,7720,ONLINE,PAID
4428627,68441428,48000,0,VOUCHER,PAID
4428930,68441428,72360,1080,DEBIT,PAID
4428630,68441526,756000,20400,ONLINE,PAID
4428635,68441630,347200,9360,ONLINE,PAID
4428636,68441631,135200,2040,ONLINE,PAID
4428637,68441631,32000,0,VOUCHER,PAID
4428639,68441676,152000,4120,ONLINE,PAID
4428640,68441676,47600,0,VOUCHER,PAID
4428642,68441731,269600,5400,ONLINE,PAID
4428643,68441760,391200,5880,ONLINE,PAID
4428644,68441781,753200,20320,ONLINE,PAID
4428645,68441807,717600,19360,ONLINE,PAID
4428647,68441810,99600,2000,ONLINE,PAID
4428650,68441870,297200,8040,ONLINE,PAID
4428651,68441965,470800,12720,ONLINE,PAID
4428655,68442124,565200,15280,ONLINE,PAID
4428657,68442190,203200,4080,ONLINE,PAID
4428659,68442202,271600,4080,ONLINE,PAID
4428660,68442223,351600,9480,ONLINE,PAID
4428665,68442501,143200,2160,ONLINE,PAID
4428881,68442828,303200,4560,CREDIT,PAID
4428971,68442941,286400,4280,DEBIT,PAID
4428892,68442954,119600,1800,CREDIT,PAID
4428674,68442959,423600,11440,ONLINE,PAID
4428678,68443456,250800,3760,ONLINE,PAID
4428679,68443456,40000,0,VOUCHER,PAID
4428680,68443463,275600,7440,ONLINE,PAID
4428948,68443528,177600,2680,DEBIT,PAID
4428692,68444027,103600,2080,ONLINE,PAID
4428695,68444038,531200,14360,ONLINE,PAID
4428696,68444111,107600,1600,ONLINE,PAID
4428700,68444148,607200,16400,ONLINE,PAID
4428705,68444436,279200,7520,ONLINE,PAID
4428708,68444591,274800,4120,ONLINE,PAID
4428709,68444599,197600,5320,ONLINE,PAID
4428713,68444687,115600,1720,ONLINE,PAID
4428718,68444850,640400,17280,ONLINE,PAID
4428719,68444862,183200,2760,ONLINE,PAID
4429053,68445065,107600,1600,DEBIT,PAID
4428730,68445497,180760,2720,ONLINE,PAID
4428733,68445702,295600,8000,ONLINE,PAID
4428738,68445800,682800,18440,ONLINE,PAID
4428741,68445893,195200,3920,ONLINE,PAID
4428743,68446071,605200,16360,ONLINE,PAID
4428749,68446266,517200,13960,ONLINE,PAID
4428753,68446350,913200,24640,ONLINE,PAID
4428755,68446409,373000,10080,ONLINE,PAID
4428759,68446638,347200,5200,ONLINE,PAID
4428763,68446946,281600,7600,ONLINE,PAID
4428765,68447028,701600,18960,ONLINE,PAID
4428773,68447320,842800,22760,ONLINE,PAID
4428963,68447423,143200,2160,DEBIT,PAID
4428781,68447692,736800,19880,ONLINE,PAID
4428782,68447692,47600,0,VOUCHER,PAID
4428783,68447904,422800,11400,ONLINE,PAID
4428791,68447989,1086800,29360,ONLINE,PAID
4428792,68448064,621200,16760,ONLINE,PAID
4428793,68448156,277600,7480,ONLINE,PAID
4428799,68448347,397000,10720,ONLINE,PAID
4428801,68448397,314600,8480,ONLINE,PAID
4428808,68448483,687600,18560,ONLINE,PAID
4428809,68448483,32000,0,VOUCHER,PAID
4428810,68448484,364800,9840,ONLINE,PAID
4428812,68448661,347200,9360,ONLINE,PAID
4428814,68448693,131560,1960,ONLINE,PAID
4428815,68448693,48000,0,VOUCHER,PAID
4428816,68448694,365200,9880,ONLINE,PAID
4428817,68448704,182800,2760,ONLINE,PAID
4428821,68449067,236000,4720,ONLINE,PAID
4428822,68449158,1074800,29000,ONLINE,PAID
4428823,68449164,550800,8280,ONLINE,PAID
4428824,68449165,103600,1560,ONLINE,PAID
4428826,68449192,784800,21200,ONLINE,PAID
4429034,68449298,119600,1800,DEBIT,PAID
4428828,68449304,516600,13960,ONLINE,PAID
4428831,68449372,450800,12160,ONLINE,PAID
4428832,68449372,47600,0,VOUCHER,PAID
4428835,68449555,442400,11960,ONLINE,PAID
4428845,68449782,232000,4640,ONLINE,PAID
4428851,68450493,247160,3720,ONLINE,PAID
4428852,68450493,48000,0,VOUCHER,PAID
4428854,68450634,195600,2920,ONLINE,PAID
4428861,68450871,116000,2320,ONLINE,PAID
4428864,68451036,219600,3280,ONLINE,PAID
4428865,68451076,606800,16400,ONLINE,PAID
4428867,68451149,466800,12600,ONLINE,PAID
4428871,68451258,666600,18000,ONLINE,PAID
4428876,68451358,197600,5320,ONLINE,PAID
4428880,68451505,183600,3680,ONLINE,PAID
4428882,68451584,445200,12040,ONLINE,PAID
4428883,68451632,802000,21640,ONLINE,PAID
4428884,68451743,143200,2160,ONLINE,PAID
4429131,68451777,501600,6760,DEBIT,PAID
4428893,68451887,278800,4200,ONLINE,PAID
4428894,68451894,143200,2160,ONLINE,PAID
4428896,68451967,314600,8480,ONLINE,PAID
4428897,68452050,734000,19800,ONLINE,PAID
4428898,68452051,485600,13120,ONLINE,PAID
4428899,68452052,470800,12720,ONLINE,PAID
4428900,68452054,458400,12360,ONLINE,PAID
4428904,68452175,270000,4040,ONLINE,PAID
4428908,68452246,716200,19320,ONLINE,PAID
4428909,68452247,704800,19040,ONLINE,PAID
4428914,68452425,392800,10600,ONLINE,PAID
4428916,68452447,199200,4000,ONLINE,PAID
4428918,68452451,330400,4960,ONLINE,PAID
4428920,68452454,67600,1000,ONLINE,PAID
4428921,68452454,40000,0,VOUCHER,PAID
4428923,68452479,752400,20320,ONLINE,PAID
4428924,68452508,564400,15240,ONLINE,PAID
4428931,68453108,247200,6680,ONLINE,PAID
4428936,68453149,376880,5640,STORE_DIRECT_PAYMENT,PAID
4428933,68453186,793200,21400,ONLINE,PAID
4428934,68453262,426800,11520,ONLINE,PAID
4434444,68453305,287600,4320,PAYMENT_LINK,PAID
4428944,68453598,896800,24200,ONLINE,PAID
4428957,68453961,119600,1800,ONLINE,PAID
4428958,68453999,1628000,43960,ONLINE,PAID
4428960,68454205,446800,12080,ONLINE,PAID
4428962,68454307,605200,16360,ONLINE,PAID
4428965,68454369,616200,16640,ONLINE,PAID
4428979,68454481,80000,1040,VOUCHER_STORE,PAID
4428976,68454515,125600,2520,ONLINE,PAID
4428978,68454552,223200,3360,ONLINE,PAID
4428985,68454767,347200,9360,ONLINE,PAID
4428986,68454768,451600,12200,ONLINE,PAID
4428993,68455169,195200,2920,ONLINE,PAID
4428994,68455169,32000,0,VOUCHER,PAID
4428998,68455270,427200,11520,ONLINE,PAID
4428999,68455272,286400,7720,ONLINE,PAID
4429000,68455353,258280,3880,STORE_DIRECT_PAYMENT,PAID
4429346,68456004,119600,1800,DEBIT,PAID
4429005,68456156,787200,21240,ONLINE,PAID
4429011,68456270,127960,1920,ONLINE,PAID
4429012,68456270,48000,0,VOUCHER,PAID
4429013,68456331,286400,4280,ONLINE,PAID
4429014,68456344,1100000,29720,ONLINE,PAID
4429015,68456347,466800,12600,ONLINE,PAID
4429189,68456909,119600,1800,DEBIT,PAID
4429033,68456996,112000,2240,ONLINE,PAID
4429038,68457071,474400,12800,ONLINE,PAID
4429040,68457114,242360,3640,ONLINE,PAID
4429042,68457154,315600,4720,ONLINE,PAID
4429043,68457214,255560,3840,ONLINE,PAID
4429045,68457267,431200,6480,ONLINE,PAID
4429049,68457393,566000,15280,ONLINE,PAID
4429058,68457717,231200,6240,ONLINE,PAID
4429059,68457718,744800,20120,ONLINE,PAID
4429061,68457722,245600,6640,ONLINE,PAID
4429197,68457787,171200,2560,DEBIT,PAID
4429065,68458232,305200,8240,ONLINE,PAID
4429067,68458284,505600,13640,ONLINE,PAID
4429068,68458284,40000,0,VOUCHER,PAID
4429335,68458664,206760,3120,DEBIT_STORE,PAID
4429252,68458710,135600,2040,DEBIT,PAID
4429078,68458833,478400,7160,ONLINE,PAID
4429084,68458971,787200,21240,ONLINE,PAID
4429085,68459049,271200,4080,ONLINE,PAID
4429090,68459178,178800,2680,ONLINE,PAID
4429091,68459220,791800,21360,ONLINE,PAID
4429092,68459306,267200,4000,ONLINE,PAID
4429095,68459647,87600,1320,ONLINE,PAID
4429100,68459982,993600,26840,ONLINE,PAID
4429103,68460164,397000,10720,ONLINE,PAID
4429104,68460223,349000,9440,ONLINE,PAID
4429105,68460278,119600,2400,ONLINE,PAID
4429106,68460376,75200,1520,ONLINE,PAID
4429107,68460376,32000,0,VOUCHER,PAID
4429108,68460440,271200,7320,ONLINE,PAID
4429113,68460539,55600,840,ONLINE,PAID
4429114,68460539,48000,0,VOUCHER,PAID
4429120,68461004,232000,4640,ONLINE,PAID
4429121,68461058,766400,20680,ONLINE,PAID
4429122,68461139,247200,6680,ONLINE,PAID
4429123,68461215,199600,4000,ONLINE,PAID
4429129,68461568,129600,2600,ONLINE,PAID
4429130,68461581,215200,3240,ONLINE,PAID
4429133,68461637,183600,3680,ONLINE,PAID
4429134,68461688,306800,4600,ONLINE,PAID
4429137,68461936,447200,12080,ONLINE,PAID
4429140,68462093,465600,7000,ONLINE,PAID
4429141,68462099,135200,2040,ONLINE,PAID
4429142,68462102,378800,5680,ONLINE,PAID
4429144,68462133,789200,21320,ONLINE,PAID
4429146,68462267,470400,12720,ONLINE,PAID
4429148,68462324,47600,720,ONLINE,PAID
4429149,68462324,80000,0,VOUCHER,PAID
4429150,68462325,833200,22480,ONLINE,PAID
4429154,68462758,265600,7160,ONLINE,PAID
4429156,68462845,345400,9320,ONLINE,PAID
4429157,68462846,346800,9360,ONLINE,PAID
4429403,68462949,243200,3640,DEBIT,PAID
4429159,68462957,397200,10720,ONLINE,PAID
4429163,68463108,581200,15680,ONLINE,PAID
4429164,68463109,481000,13000,ONLINE,PAID
4429166,68463202,199600,5400,ONLINE,PAID
4429171,68463387,277560,4160,ONLINE,PAID
4429172,68463388,553200,14920,ONLINE,PAID
4429173,68463388,68000,0,VOUCHER,PAID
4429176,68463612,473200,12760,ONLINE,PAID
4429177,68463631,768400,20760,ONLINE,PAID
4429180,68463752,143200,2160,ONLINE,PAID
4429183,68463903,359200,9680,ONLINE,PAID
4429185,68463992,143200,2160,ONLINE,PAID
4429186,68464135,503600,13600,ONLINE,PAID
4429187,68464135,47600,0,VOUCHER,PAID
4429191,68464291,467200,12600,ONLINE,PAID
4429193,68464303,549400,14840,ONLINE,PAID
4429194,68464303,47600,0,VOUCHER,PAID
4429195,68464304,123600,1840,ONLINE,PAID
4429198,68464416,407200,11000,ONLINE,PAID
4429199,68464417,440800,11920,ONLINE,PAID
4429200,68464418,533200,14400,ONLINE,PAID
4429201,68464454,235200,6360,ONLINE,PAID
4429202,68464492,281600,7600,ONLINE,PAID
4429204,68464554,178800,2680,ONLINE,PAID
4429205,68464570,513200,13840,ONLINE,PAID
4429207,68464650,367200,9920,ONLINE,PAID
4429212,68464727,299600,4480,ONLINE,PAID
4429213,68464806,470800,12720,ONLINE,PAID
4429215,68464953,297960,4480,ONLINE,PAID
4429216,68464981,299200,8080,ONLINE,PAID
4429406,68465084,632400,8520,DEBIT,PAID
4429222,68465139,227200,6120,ONLINE,PAID
4429223,68465368,414800,11200,ONLINE,PAID
4429227,68465593,415600,11240,ONLINE,PAID
4429229,68465604,477000,12880,ONLINE,PAID
4429231,68465626,234360,3520,ONLINE,PAID
4429236,68465683,538600,14560,ONLINE,PAID
4429237,68465692,187200,5040,ONLINE,PAID
4429239,68465722,314600,8480,ONLINE,PAID
4429243,68465795,542800,8160,ONLINE,PAID
4429245,68465908,223200,3360,ONLINE,PAID
4429248,68465968,627200,16920,ONLINE,PAID
4429250,68466108,40000,0,VOUCHER,PAID
4429422,68466108,231200,3480,DEBIT,PAID
4429251,68466202,454400,6800,ONLINE,PAID
4429253,68466335,299200,8080,ONLINE,PAID
4429256,68466707,366400,9880,ONLINE,PAID
4429257,68466754,596200,16080,ONLINE,PAID
4429260,68466880,259160,3880,ONLINE,PAID
4429262,68466984,145600,3920,ONLINE,PAID
4429709,68467008,107600,1600,DEBIT,PAID
4429268,68467361,671000,18120,ONLINE,PAID
4429437,68467594,241600,3280,DEBIT,PAID
4429272,68467597,335200,9040,ONLINE,PAID
4429276,68467605,227200,6120,ONLINE,PAID
4429279,68467656,257600,6960,ONLINE,PAID
4429281,68467873,80000,0,VOUCHER,PAID
4429859,68467873,166800,2520,DEBIT,PAID
4429287,68468306,686400,18520,ONLINE,PAID
4429291,68468560,394000,5920,ONLINE,PAID
4429302,68468914,347600,9400,ONLINE,PAID
4429647,68468998,142800,2160,DEBIT,PAID
4429445,68469266,355200,5320,DEBIT,PAID
4429476,68469494,286400,4280,DEBIT,PAID
4429317,68469540,281600,7600,ONLINE,PAID
4429318,68469541,740800,20000,ONLINE,PAID
4429319,68469643,74800,1120,ONLINE,PAID
4429593,68469930,259160,0,MEAL_BENEFIT,PAID
4429323,68469938,298400,4480,ONLINE,PAID
4429330,68470373,354800,9560,ONLINE,PAID
4429331,68470384,231200,6240,ONLINE,PAID
4429338,68470436,691200,18680,ONLINE,PAID
4429339,68470448,274760,4120,ONLINE,PAID
4429340,68470461,1060000,28640,ONLINE,PAID
4429341,68470483,351600,9480,ONLINE,PAID
4429345,68470822,349000,9440,ONLINE,PAID
4429351,68470961,187160,2800,ONLINE,PAID
4429352,68470961,48000,0,VOUCHER,PAID
4429360,68471180,966800,26120,ONLINE,PAID
4429362,68471231,515600,13920,ONLINE,PAID
4429367,68471445,397600,10720,ONLINE,PAID
4429369,68471498,247200,6680,ONLINE,PAID
4429370,68471499,935600,25280,ONLINE,PAID
4429371,68471507,119600,1800,ONLINE,PAID
4429596,68471508,266800,4000,DEBIT,PAID
4429373,68471643,406800,6120,ONLINE,PAID
4429374,68471753,608600,16440,ONLINE,PAID
4429375,68471785,111600,1680,ONLINE,PAID
4429379,68472317,414400,11200,ONLINE,PAID
4429388,68472836,203200,3040,ONLINE,PAID
4429389,68472836,40000,0,VOUCHER,PAID
4429391,68472872,1230400,33240,ONLINE,PAID
4429397,68473268,414800,11200,ONLINE,PAID
4429400,68473404,581200,15680,ONLINE,PAID
4429577,68473759,135600,2040,DEBIT,PAID
4429838,68473855,87600,0,MEAL_BENEFIT,PAID
4429408,68474116,1478400,39920,ONLINE,PAID
4429533,68474212,187200,2800,DEBIT,PAID
4429409,68474446,269600,7280,ONLINE,PAID
4429416,68474719,482800,13040,ONLINE,PAID
4429418,68474758,290800,4360,ONLINE,PAID
4429547,68474769,143600,2160,DEBIT,PAID
4429419,68474853,647200,17480,ONLINE,PAID
4429424,68475082,476400,12880,ONLINE,PAID
4429425,68475170,428800,11560,ONLINE,PAID
4429426,68475271,510000,7640,ONLINE,PAID
4429430,68475584,693600,10400,ONLINE,PAID
4429434,68475728,281600,7600,ONLINE,PAID
4429436,68475736,251200,6800,ONLINE,PAID
4429438,68475894,539800,14560,ONLINE,PAID
4429439,68475901,357280,5360,STORE_DIRECT_PAYMENT,PAID
4429624,68475990,279200,4200,DEBIT,PAID
4429872,68475996,321960,0,MEAL_BENEFIT,PAID
4429613,68475999,1004800,13560,DEBIT,PAID
4429442,68476080,626800,16920,ONLINE,PAID
4429443,68476139,170800,2560,ONLINE,PAID
4429444,68476173,621200,16760,ONLINE,PAID
4429447,68476278,270800,4080,ONLINE,PAID
4429451,68476555,470800,12720,ONLINE,PAID
4429454,68476859,566400,8480,ONLINE,PAID
4429456,68477257,214400,3200,ONLINE,PAID
4429457,68477258,511200,13800,ONLINE,PAID
4429458,68477372,437600,11800,ONLINE,PAID
4429460,68477593,60000,0,VOUCHER,PAID
4429606,68477593,502400,7520,CREDIT,PAID
4429637,68478064,155160,0,MEAL_BENEFIT,PAID
4429640,68478064,120000,1800,CREDIT_STORE,PAID
4429469,68478454,446800,12080,ONLINE,PAID
4429473,68478614,147200,2200,ONLINE,PAID
4429938,68479033,178800,2680,CREDIT,PAID
4429475,68479078,860200,23240,ONLINE,PAID
4429477,68479233,676400,18280,ONLINE,PAID
4429479,68479324,100000,0,VOUCHER,PAID
4429555,68479324,147600,2200,DEBIT,PAID
4429481,68479509,110560,1640,ONLINE,PAID
