payment_id,payment_order_id,payment_amount,payment_fee,payment_method,payment_status
4438478,68848068,191200,2880,ONLINE,PAID
4438479,68848089,271200,7320,ONLINE,PAID
4438481,68848111,735000,19840,ONLINE,PAID
4439553,68848148,349600,0,MEAL_BENEFIT,PAID
4438482,68848149,427200,11520,ONLINE,PAID
4438486,68848168,518400,14000,ONLINE,PAID
4438487,68848207,163600,2120,ONLINE,PAID
4438489,68848226,347200,9360,ONLINE,PAID
4438491,68848255,499200,13480,ONLINE,PAID
4438495,68848340,702000,18960,ONLINE,PAID
4438499,68848457,1170400,31600,ONLINE,PAID
4438981,68848506,419600,5880,DEBIT,PAID
4438501,68848507,347200,9360,ONLINE,PAID
4438503,68848529,368080,5520,ONLINE,PAID
4438506,68848552,922800,24920,ONLINE,PAID
4439038,68848553,459200,6880,DEBIT,PAID
4438509,68848610,577200,15600,ONLINE,PAID
4438511,68848616,842800,12640,ONLINE,PAID
4438514,68848622,350800,5280,ONLINE,PAID
4438515,68848640,60000,0,VOUCHER,PAID
4439130,68848640,240000,3600,CREDIT,PAID
4439147,68848640,40000,600,DEBIT,PAID
4438516,68848642,347200,9360,ONLINE,PAID
4438517,68848643,688400,18600,ONLINE,PAID
4438899,68848664,422800,6360,DEBIT,PAID
4438520,68848667,1052160,15800,ONLINE,PAID
4438519,68848668,284800,4280,ONLINE,PAID
4438521,68848669,220800,3080,ONLINE,PAID
4438522,68848679,886000,23920,ONLINE,PAID
4438524,68848685,347200,9360,ONLINE,PAID
4438525,68848688,611000,16480,ONLINE,PAID
4439731,68848710,310800,0,MEAL_BENEFIT,PAID
4438529,68848718,511600,13800,ONLINE,PAID
4438959,68848729,250760,3760,DEBIT,PAID
4442378,68848743,120800,1800,DEBIT,PAID
4438532,68848744,48000,0,VOUCHER,PAID
4438940,68848744,164000,2480,DEBIT,PAID
4438534,68848750,746400,20160,ONLINE,PAID
4438536,68848752,426800,6400,ONLINE,PAID
4438539,68848775,551600,14880,ONLINE,PAID
4438540,68848778,339200,9160,ONLINE,PAID
4438541,68848778,47600,0,VOUCHER,PAID
4438545,68848801,787200,21240,ONLINE,PAID
4438546,68848804,920000,24840,ONLINE,PAID
4438547,68848812,608600,16440,ONLINE,PAID
4438548,68848813,510800,13800,ONLINE,PAID
4438550,68848824,458600,12400,ONLINE,PAID
4438552,68848828,678400,18320,ONLINE,PAID
4438554,68848833,612400,16520,ONLINE,PAID
4438555,68848839,105960,1600,ONLINE,PAID
4438556,68848839,48000,0,VOUCHER,PAID
4438561,68848849,301200,8120,ONLINE,PAID
4438565,68848857,770400,20800,ONLINE,PAID
4438564,68848858,1316240,19760,ONLINE,PAID
4438566,68848861,107600,1600,ONLINE,PAID
4438567,68848863,213960,3200,ONLINE,PAID
4438568,68848863,48000,0,VOUCHER,PAID
4438571,68848867,303600,8200,ONLINE,PAID
4438573,68848890,699200,18880,ONLINE,PAID
4438576,68848930,161600,2440,ONLINE,PAID
4438578,68848932,702800,18960,ONLINE,PAID
4438579,68848955,602000,16240,ONLINE,PAID
4438581,68848991,186800,2800,ONLINE,PAID
4438584,68849024,255200,6880,ONLINE,PAID
4438589,68849078,116000,2320,ONLINE,PAID
4438592,68849100,165600,2480,ONLINE,PAID
4438593,68849133,371600,4840,ONLINE,PAID
4438594,68849161,235200,6360,ONLINE,PAID
4438602,68849235,426800,11520,ONLINE,PAID
4438603,68849235,80000,0,VOUCHER,PAID
4438605,68849278,514400,13880,ONLINE,PAID
4438606,68849299,679200,18320,ONLINE,PAID
4438607,68849300,140000,2800,ONLINE,PAID
4438612,68849345,585200,15800,ONLINE,PAID
4438615,68849404,639600,17280,ONLINE,PAID
4438616,68849437,766400,20680,ONLINE,PAID
4438620,68849502,347200,9360,ONLINE,PAID
4438624,68849546,413200,11160,ONLINE,PAID
4438626,68849571,298800,4480,ONLINE,PAID
4438628,68849572,746800,20160,ONLINE,PAID
4438630,68849576,803200,21680,ONLINE,PAID
4438646,68849711,511200,13800,ONLINE,PAID
4438647,68849712,235200,6360,ONLINE,PAID
4438650,68849758,907600,24520,ONLINE,PAID
4438658,68849844,1120200,30240,ONLINE,PAID
4438660,68849848,470800,12720,ONLINE,PAID
4438665,68849890,583200,15760,ONLINE,PAID
4438667,68849908,175960,2640,ONLINE,PAID
4438669,68849922,892000,13400,ONLINE,PAID
4438671,68849965,920800,24880,ONLINE,PAID
4438673,68850017,616800,9240,ONLINE,PAID
4438675,68850020,698400,18840,ONLINE,PAID
4438676,68850022,596200,16080,ONLINE,PAID
4438682,68850029,231200,6240,ONLINE,PAID
4438683,68850031,80,0,VOUCHER_STORE,PAID
4438686,68850036,651600,17600,ONLINE,PAID
4438689,68850043,525200,14200,ONLINE,PAID
4438691,68850047,263200,3960,ONLINE,PAID
4439577,68850129,179600,2320,DEBIT,PAID
4438696,68850130,605200,16360,ONLINE,PAID
4438697,68850131,527200,14240,ONLINE,PAID
4438698,68850145,352000,4920,ONLINE,PAID
4438701,68850173,726200,19600,ONLINE,PAID
4438702,68850175,606800,16400,ONLINE,PAID
4438704,68850191,814400,22000,ONLINE,PAID
4438705,68850191,32000,0,VOUCHER,PAID
4438706,68850195,343600,4480,ONLINE,PAID
4438712,68850229,1107800,29920,ONLINE,PAID
4438718,68850285,353400,9560,ONLINE,PAID
4438720,68850289,321600,8680,ONLINE,PAID
4438721,68850311,545200,14720,ONLINE,PAID
4438723,68850315,48000,0,VOUCHER,PAID
4439391,68850315,91600,1360,CREDIT,PAID
4438730,68850358,133960,2000,ONLINE,PAID
4438731,68850379,628400,16960,ONLINE,PAID
4438733,68850382,756400,20440,ONLINE,PAID
4438738,68850397,772800,20880,ONLINE,PAID
4438739,68850400,513200,13840,ONLINE,PAID
4438745,68850438,391600,10560,ONLINE,PAID
4440267,68850441,119600,0,MEAL_BENEFIT,PAID
4438746,68850468,832400,11640,ONLINE,PAID
4438747,68850469,520600,14040,ONLINE,PAID
4438755,68850598,159600,2400,ONLINE,PAID
4438757,68850602,267200,4000,ONLINE,PAID
4438758,68850604,427200,11520,ONLINE,PAID
4438759,68850657,520800,14080,ONLINE,PAID
4438762,68850770,497200,13440,ONLINE,PAID
4439443,68850772,239200,3600,DEBIT,PAID
4438765,68850864,347200,9360,ONLINE,PAID
4438766,68850868,77960,1160,ONLINE,PAID
4438767,68850868,48000,0,VOUCHER,PAID
4438768,68850872,822000,22200,ONLINE,PAID
4438771,68850881,792400,21400,ONLINE,PAID
4438772,68850884,606800,16400,ONLINE,PAID
4438773,68850896,723600,19520,ONLINE,PAID
4438777,68851027,371600,10040,ONLINE,PAID
4438781,68851120,587600,15880,ONLINE,PAID
4438782,68851153,519600,7800,ONLINE,PAID
4438783,68851158,706400,10600,ONLINE,PAID
4438784,68851159,672600,18160,ONLINE,PAID
4438785,68851164,1096200,29600,ONLINE,PAID
4438786,68851184,136000,2040,ONLINE,PAID
4438787,68851213,587200,15840,ONLINE,PAID
4438788,68851279,605200,16360,ONLINE,PAID
4438789,68851281,533200,14400,ONLINE,PAID
4438794,68851364,397600,10720,ONLINE,PAID
4438795,68851383,525200,14200,ONLINE,PAID
4438796,68851384,526000,14200,ONLINE,PAID
4438797,68851392,346800,5200,ONLINE,PAID
4438800,68851424,453000,12240,ONLINE,PAID
4438806,68851504,565200,15280,ONLINE,PAID
4438807,68851556,334800,4680,ONLINE,PAID
4438809,68851616,427200,11520,ONLINE,PAID
4438813,68851668,233960,3520,ONLINE,PAID
4438814,68851668,48000,0,VOUCHER,PAID
4438816,68851716,514800,13880,ONLINE,PAID
4438819,68851759,435200,11760,ONLINE,PAID
4438820,68851761,599200,16160,ONLINE,PAID
4438825,68851859,464800,12560,ONLINE,PAID
4438830,68852025,271200,7320,ONLINE,PAID
4438834,68852143,103200,1560,ONLINE,PAID
4438835,68852143,40000,0,VOUCHER,PAID
4438836,68852147,86400,1280,ONLINE,PAID
4438837,68852147,48000,0,VOUCHER,PAID
4438839,68852195,242400,3400,ONLINE,PAID
4438840,68852225,307600,8320,ONLINE,PAID
4438841,68852227,605200,16360,ONLINE,PAID
4438842,68852229,723200,19520,ONLINE,PAID
4439466,68852279,239600,3600,DEBIT,PAID
4438844,68852299,912800,24640,ONLINE,PAID
4438846,68852344,796800,21520,ONLINE,PAID
4438851,68852460,565200,7920,ONLINE,PAID
4438855,68852505,303160,4560,ONLINE,PAID
4438858,68852550,713960,10720,ONLINE,PAID
4438865,68852632,227200,3400,ONLINE,PAID
4438866,68852700,951840,14280,ONLINE,PAID
4438867,68852710,463000,12520,ONLINE,PAID
4438869,68852748,392000,5880,ONLINE,PAID
4438871,68852827,427600,11560,ONLINE,PAID
4438875,68852938,88800,1320,ONLINE,PAID
4438876,68852938,32000,0,VOUCHER,PAID
4438877,68852939,1020800,27560,ONLINE,PAID
4438879,68853005,206400,3080,ONLINE,PAID
4438880,68853006,583000,15760,ONLINE,PAID
4438881,68853017,187600,2800,ONLINE,PAID
4438882,68853072,586800,15840,ONLINE,PAID
4438883,68853074,553200,14920,ONLINE,PAID
4438886,68853223,964600,26040,ONLINE,PAID
4438893,68853298,880800,23800,ONLINE,PAID
4438894,68853300,199600,3000,ONLINE,PAID
4438896,68853382,48000,0,VOUCHER,PAID
4439557,68853382,99560,1480,DEBIT,PAID
4438897,68853384,1306000,35280,ONLINE,PAID
4438900,68853515,369200,9960,ONLINE,PAID
4438902,68853558,726400,19600,ONLINE,PAID
4438904,68853582,543600,14680,ONLINE,PAID
4438905,68853582,47600,0,VOUCHER,PAID
4438908,68853615,231240,3480,ONLINE,PAID
4438909,68853638,1127200,30440,ONLINE,PAID
4438911,68853641,127600,1640,ONLINE,PAID
4438914,68853648,888400,24000,ONLINE,PAID
4438919,68853757,656000,9840,ONLINE,PAID
4438920,68853775,448000,6720,ONLINE,PAID
4438921,68853775,39600,0,VOUCHER,PAID
4438922,68853779,445600,6680,ONLINE,PAID
4439433,68853780,143600,2160,CREDIT,PAID
4438923,68853781,261560,3920,ONLINE,PAID
4438924,68853782,349000,9440,ONLINE,PAID
4438926,68853867,398800,5600,ONLINE,PAID
4438928,68853868,679200,18320,ONLINE,PAID
4438927,68853869,602800,16280,ONLINE,PAID
4438936,68853980,397200,10720,ONLINE,PAID
4438938,68854038,315400,8520,ONLINE,PAID
4438941,68854086,954000,25760,ONLINE,PAID
4439767,68854196,119200,1800,DEBIT,PAID
4438951,68854310,466400,7000,ONLINE,PAID
4438953,68854312,578800,15640,ONLINE,PAID
4438954,68854361,219200,4400,ONLINE,PAID
4438958,68854422,421200,5880,ONLINE,PAID
4438960,68854448,1617600,43680,ONLINE,PAID
4438961,68854450,526800,14240,ONLINE,PAID
4438964,68854483,210800,3160,ONLINE,PAID
4438971,68854589,762400,20600,ONLINE,PAID
4438972,68854592,273960,4120,ONLINE,PAID
4438974,68854620,235600,3520,ONLINE,PAID
4438978,68854700,198800,5360,ONLINE,PAID
4438979,68854705,565400,15280,ONLINE,PAID
4438980,68854757,494800,13360,ONLINE,PAID
4438986,68854856,941600,25440,ONLINE,PAID
4438988,68854862,371600,10040,ONLINE,PAID
4438989,68854912,422800,5920,ONLINE,PAID
4438991,68854916,527200,14240,ONLINE,PAID
4438994,68854983,290800,4360,ONLINE,PAID
4438995,68855026,1123600,30320,ONLINE,PAID
4438998,68855084,473600,6640,ONLINE,PAID
4439000,68855106,206800,3120,ONLINE,PAID
4441086,68855323,193600,2920,CREDIT,PAID
4439005,68855482,324000,4880,ONLINE,PAID
4439006,68855482,48000,0,VOUCHER,PAID
4439007,68855517,1394600,37640,ONLINE,PAID
4439008,68855518,231200,6240,ONLINE,PAID
4439014,68855572,966800,26120,ONLINE,PAID
4439016,68855576,466800,12600,ONLINE,PAID
4439017,68855577,646600,17440,ONLINE,PAID
4439020,68855584,427200,11520,ONLINE,PAID
4439021,68855585,367200,9920,ONLINE,PAID
4440293,68855591,171200,0,MEAL_BENEFIT,PAID
4439024,68855593,297600,8040,ONLINE,PAID
4439025,68855595,417600,11280,ONLINE,PAID
4439028,68855618,318800,4800,ONLINE,PAID
4439029,68855619,599200,16160,ONLINE,PAID
4439036,68855659,347200,9360,ONLINE,PAID
4439039,68855701,478400,6680,ONLINE,PAID
4439040,68855702,184800,2600,ONLINE,PAID
4439041,68855703,698400,18840,ONLINE,PAID
4439043,68855717,226760,3400,ONLINE,PAID
4439045,68855720,317200,4760,ONLINE,PAID
4439046,68855723,784400,21160,ONLINE,PAID
4439047,68855740,255200,3840,ONLINE,PAID
4439048,68855741,253600,6840,ONLINE,PAID
4439052,68855776,427200,11520,ONLINE,PAID
4439057,68855850,271200,7320,ONLINE,PAID
4439061,68855905,298800,8080,ONLINE,PAID
4439064,68855937,727600,19640,ONLINE,PAID
4439065,68855949,266800,4000,ONLINE,PAID
4439067,68855969,370800,5560,ONLINE,PAID
4439069,68855996,672400,10080,ONLINE,PAID
4439070,68856010,645200,17440,ONLINE,PAID
4439073,68856014,783600,21160,ONLINE,PAID
4439075,68856065,351600,9480,ONLINE,PAID
4439076,68856070,614400,16600,ONLINE,PAID
4439875,68856115,176800,2480,CREDIT,PAID
4439080,68856116,554400,14960,ONLINE,PAID
4439083,68856167,59600,760,ONLINE,PAID
4439084,68856167,40000,0,VOUCHER,PAID
4439086,68856217,705600,19040,ONLINE,PAID
4439090,68856299,198000,2760,ONLINE,PAID
4439092,68856348,296800,8000,ONLINE,PAID
4439094,68856460,272400,19080,ONLINE,PAID
4439099,68856661,578800,15640,ONLINE,PAID
4439101,68856731,478000,7160,ONLINE,PAID
4439103,68856749,615200,16600,ONLINE,PAID
4439106,68856838,349000,9440,ONLINE,PAID
4439109,68856922,393960,5920,ONLINE,PAID
4439110,68857011,826400,22320,ONLINE,PAID
4439120,68857252,465200,12560,ONLINE,PAID
4439121,68857255,638400,9560,ONLINE,PAID
4439127,68857334,314800,8480,ONLINE,PAID
4439129,68857374,1192000,17880,ONLINE,PAID
4439132,68857452,573200,15480,ONLINE,PAID
4439133,68857513,522400,14120,ONLINE,PAID
4439134,68857515,995200,26880,ONLINE,PAID
4439138,68857591,510800,13800,ONLINE,PAID
4439861,68857676,277600,3760,DEBIT,PAID
4439143,68857781,581200,15680,ONLINE,PAID
4439144,68857782,335600,5040,ONLINE,PAID
4439148,68857917,311200,4680,ONLINE,PAID
4439154,68857995,712000,19240,ONLINE,PAID
4439155,68858087,437000,11800,ONLINE,PAID
4439156,68858089,199600,5400,ONLINE,PAID
4439158,68858119,780400,21080,ONLINE,PAID
4439160,68858121,1688000,45560,ONLINE,PAID
4439161,68858123,518400,7760,ONLINE,PAID
4439163,68858170,235200,3520,ONLINE,PAID
4439166,68858204,711600,19200,ONLINE,PAID
4439169,68858254,430000,11600,ONLINE,PAID
4439171,68858286,103200,1560,ONLINE,PAID
4439172,68858286,40000,0,VOUCHER,PAID
4439174,68858343,746400,20160,ONLINE,PAID
4439177,68858348,545960,8200,ONLINE,PAID
4439181,68858411,339600,5080,ONLINE,PAID
4439182,68858416,310800,4680,ONLINE,PAID
4439185,68858438,189200,2840,ONLINE,PAID
4439186,68858468,259600,3880,ONLINE,PAID
4439187,68858468,40000,0,VOUCHER,PAID
4439189,68858552,905000,24440,ONLINE,PAID
4439190,68858553,285600,7720,ONLINE,PAID
4439195,68858651,787200,21240,ONLINE,PAID
4439197,68858692,123600,1840,ONLINE,PAID
4439198,68858738,503600,13600,ONLINE,PAID
4439200,68858741,1225200,33080,ONLINE,PAID
4439203,68858796,379600,10240,ONLINE,PAID
4439204,68858841,118760,1800,ONLINE,PAID
4439205,68858841,48000,0,VOUCHER,PAID
4439206,68858842,518400,14000,ONLINE,PAID
4439207,68858842,47600,0,VOUCHER,PAID
4439209,68858853,666400,18000,ONLINE,PAID
4439210,68858874,306000,4600,ONLINE,PAID
4439215,68858936,403960,6040,ONLINE,PAID
4439217,68858938,258800,7000,ONLINE,PAID
4439218,68858943,484800,13080,ONLINE,PAID
4439530,68859014,359600,5400,DEBIT,PAID
4439226,68859136,343200,9280,ONLINE,PAID
4439227,68859141,246800,6680,ONLINE,PAID
4439229,68859180,799200,21560,ONLINE,PAID
4439230,68859181,710800,19200,ONLINE,PAID
4439231,68859183,349000,9440,ONLINE,PAID
4439235,68859276,230800,4600,ONLINE,PAID
4439237,68859319,414800,6240,ONLINE,PAID
4439238,68859319,40000,0,VOUCHER,PAID
4439240,68859399,518800,14000,ONLINE,PAID
4439241,68859400,301600,8160,ONLINE,PAID
4439245,68859490,759200,20480,ONLINE,PAID
4439246,68859494,130800,1960,ONLINE,PAID
4439247,68859503,563200,8440,ONLINE,PAID
4439251,68859540,227200,6120,ONLINE,PAID
4439252,68859541,447200,12080,ONLINE,PAID
4439255,68859626,305280,4560,ONLINE,PAID
4439257,68859674,600800,16240,ONLINE,PAID
4439258,68859677,255200,5120,ONLINE,PAID
4439262,68859719,343240,5160,ONLINE,PAID
4439265,68859764,397000,10720,ONLINE,PAID
4439268,68859770,623400,16840,ONLINE,PAID
4439270,68859794,409200,6120,ONLINE,PAID
4439271,68859815,1159000,31280,ONLINE,PAID
4439276,68859946,249960,3760,ONLINE,PAID
4439278,68860095,231200,6240,ONLINE,PAID
4439279,68860097,477000,12880,ONLINE,PAID
4439283,68860337,1368800,36960,ONLINE,PAID
4439284,68860419,562800,8440,ONLINE,PAID
4439289,68860557,163600,2440,ONLINE,PAID
4439290,68860712,635000,17160,ONLINE,PAID
4439293,68860766,299200,8080,ONLINE,PAID
4439294,68860767,223600,3360,ONLINE,PAID
4439296,68860845,347200,9360,ONLINE,PAID
4439299,68860909,558800,8400,ONLINE,PAID
4439300,68860980,255200,3840,ONLINE,PAID
4439301,68860981,740800,20000,ONLINE,PAID
4439302,68861035,546400,8200,ONLINE,PAID
4439305,68861127,403240,6040,ONLINE,PAID
4439306,68861127,80000,0,VOUCHER,PAID
4439308,68861261,279200,4200,ONLINE,PAID
4439309,68861261,32000,0,VOUCHER,PAID
4439307,68861262,577000,15560,ONLINE,PAID
4439311,68861264,111600,1680,ONLINE,PAID
4439310,68861265,391600,10560,ONLINE,PAID
4439312,68861267,718200,19400,ONLINE,PAID
4439315,68861346,501200,13520,ONLINE,PAID
4439316,68861424,361200,9760,ONLINE,PAID
4439317,68861488,119600,2400,ONLINE,PAID
4439318,68861489,966000,26080,ONLINE,PAID
4439320,68861515,300800,4520,ONLINE,PAID
4439321,68861542,359600,5040,ONLINE,PAID
4439322,68861595,349400,9440,ONLINE,PAID
4439323,68861595,47600,0,VOUCHER,PAID
4439324,68861598,202800,2640,ONLINE,PAID
4439326,68861638,646000,17440,ONLINE,PAID
4439330,68861726,516600,13960,ONLINE,PAID
4439332,68861801,199200,2600,ONLINE,PAID
4439336,68861867,546400,8200,ONLINE,PAID
4439338,68861876,338800,5080,ONLINE,PAID
4439341,68861956,386400,5400,ONLINE,PAID
4439342,68861959,347400,9360,ONLINE,PAID
4439345,68862042,427200,11520,ONLINE,PAID
4439351,68862221,734000,19800,ONLINE,PAID
4439352,68862224,32000,0,VOUCHER,PAID
4441562,68862224,174800,2280,DEBIT_STORE,PAID
4439354,68862254,450400,12160,ONLINE,PAID
4439356,68862258,515600,13920,ONLINE,PAID
4439357,68862259,311280,4680,ONLINE,PAID
4439360,68862314,366800,5520,ONLINE,PAID
4439995,68862401,226800,3400,DEBIT,PAID
4439365,68862416,291600,4360,ONLINE,PAID
4439368,68862463,480400,7200,ONLINE,PAID
4439370,68862538,490000,6880,ONLINE,PAID
4439371,68862539,254800,6880,ONLINE,PAID
4439372,68862571,579400,15640,ONLINE,PAID
4439381,68862698,89960,1360,ONLINE,PAID
4439382,68862698,48000,0,VOUCHER,PAID
4439387,68862768,174800,2640,ONLINE,PAID
4439393,68862895,581200,15680,ONLINE,PAID
4439394,68862904,143200,2160,ONLINE,PAID
4439395,68862919,277600,4160,ONLINE,PAID
4439396,68862919,40000,0,VOUCHER,PAID
4439402,68863009,665200,17960,ONLINE,PAID
4439406,68863014,366800,9920,ONLINE,PAID
4439410,68863024,595600,16080,ONLINE,PAID
4439411,68863026,838800,22640,ONLINE,PAID
4439412,68863027,121960,1840,ONLINE,PAID
4439413,68863027,48000,0,VOUCHER,PAID
4439414,68863029,499200,0,ONLINE,PAID
4439417,68863063,91600,1360,ONLINE,PAID
4439419,68863104,421200,11360,ONLINE,PAID
4439421,68863216,433200,11680,ONLINE,PAID
4439422,68863216,32000,0,VOUCHER,PAID
4439423,68863223,680800,18400,ONLINE,PAID
4439426,68863288,507600,13720,ONLINE,PAID
4439427,68863290,601200,16240,ONLINE,PAID
4439430,68863291,886800,23960,ONLINE,PAID
4439432,68863317,1199600,18000,ONLINE,PAID
4439435,68863413,646600,17440,ONLINE,PAID
4439439,68863466,234800,6320,ONLINE,PAID
4440665,68863469,195200,0,MEAL_BENEFIT,PAID
4439440,68863492,294800,3840,ONLINE,PAID
4439441,68863495,219600,3280,ONLINE,PAID
4439446,68863599,95200,1440,ONLINE,PAID
4439447,68863600,970800,26200,ONLINE,PAID
4439972,68863642,119600,1800,DEBIT,PAID
4439450,68863664,621200,16760,ONLINE,PAID
4439452,68863725,161960,2440,ONLINE,PAID
4439454,68863790,510800,13800,ONLINE,PAID
4439455,68863792,621200,16760,ONLINE,PAID
4439456,68863795,621200,16760,ONLINE,PAID
4439459,68863909,606800,16400,ONLINE,PAID
4439462,68863920,111600,1680,ONLINE,PAID
4439463,68863971,423200,11440,ONLINE,PAID
4439464,68863973,347200,9360,ONLINE,PAID
4440676,68864032,178800,0,MEAL_BENEFIT,PAID
4439467,68864075,372000,5200,ONLINE,PAID
4439468,68864078,453600,6360,ONLINE,PAID
4439477,68864163,368600,9960,ONLINE,PAID
4439480,68864197,175200,3520,ONLINE,PAID
4441573,68864211,183200,0,MEAL_BENEFIT,PAID
4439481,68864253,1044000,15680,ONLINE,PAID
4439482,68864280,211200,3160,ONLINE,PAID
4439486,68864356,379200,10240,ONLINE,PAID
4439487,68864375,343600,4480,ONLINE,PAID
4439489,68864393,251600,0,ONLINE,PAID
4439491,68864397,864800,23360,ONLINE,PAID
4439492,68864398,478400,12920,ONLINE,PAID
4439495,68864435,559600,15120,ONLINE,PAID
4439496,68864435,47600,0,VOUCHER,PAID
4439497,68864438,870800,23520,ONLINE,PAID
4439499,68864443,119600,1800,ONLINE,PAID
4440209,68864489,336000,4360,STORE_DIRECT_PAYMENT,PAID
4439501,68864512,239600,3600,ONLINE,PAID
4439502,68864513,1395200,37680,ONLINE,PAID
4439506,68864604,536600,14480,ONLINE,PAID
4439509,68864648,698800,9080,ONLINE,PAID
4439510,68864649,326400,4880,ONLINE,PAID
4439511,68864651,334400,4680,ONLINE,PAID
4439513,68864675,695680,10440,ONLINE,PAID
4439515,68864708,424000,5920,ONLINE,PAID
4439518,68864786,787200,21240,ONLINE,PAID
4439519,68864788,460080,6920,ONLINE,PAID
4439520,68864792,798800,21560,ONLINE,PAID
4439521,68864960,344400,4840,ONLINE,PAID
4439523,68864962,555200,7760,ONLINE,PAID
4439525,68865132,410800,11080,ONLINE,PAID
4439526,68865134,827200,22320,ONLINE,PAID
4439527,68865143,427600,5560,ONLINE,PAID
4441558,68865149,300000,0,MEAL_BENEFIT,PAID
4439528,68865230,604800,16320,ONLINE,PAID
4439529,68865232,477000,12880,ONLINE,PAID
4439534,68865425,489200,6840,ONLINE,PAID
4439540,68865611,624400,9360,ONLINE,PAID
4439542,68865731,542800,14640,ONLINE,PAID
4439544,68865815,820400,22160,ONLINE,PAID
4440056,68865946,119600,1800,DEBIT,PAID
4439547,68865988,331200,4640,ONLINE,PAID
4439548,68865995,477000,12880,ONLINE,PAID
4441632,68866222,267200,0,MEAL_BENEFIT,PAID
4439563,68866410,798000,21560,ONLINE,PAID
4439566,68866440,177200,2480,ONLINE,PAID
4439567,68866442,1004400,27120,ONLINE,PAID
4439569,68866480,867600,23440,ONLINE,PAID
4439571,68866507,787200,21240,ONLINE,PAID
4439572,68866514,221600,6000,ONLINE,PAID
4439580,68866597,350800,9480,ONLINE,PAID
4439582,68866606,135600,2040,ONLINE,PAID
4439589,68866740,466800,12600,ONLINE,PAID
4439591,68866805,446800,6720,ONLINE,PAID
4439592,68866807,581200,15680,ONLINE,PAID
4439593,68866834,239600,3120,ONLINE,PAID
4439594,68866873,389600,5440,ONLINE,PAID
4439595,68866873,32000,0,VOUCHER,PAID
4439598,68866942,219240,3280,ONLINE,PAID
4439599,68866943,235200,6360,ONLINE,PAID
4439607,68867118,299200,8080,ONLINE,PAID
4439608,68867120,746400,20160,ONLINE,PAID
4439609,68867144,231600,3480,ONLINE,PAID
4439611,68867181,105600,1600,ONLINE,PAID
4439612,68867242,247200,6680,ONLINE,PAID
4439617,68867341,371200,5560,ONLINE,PAID
4439620,68867388,215160,3240,ONLINE,PAID
4439622,68867454,427200,11520,ONLINE,PAID
4439625,68867513,101960,1520,ONLINE,PAID
4439626,68867513,48000,0,VOUCHER,PAID
4439629,68867519,502000,7520,ONLINE,PAID
4439630,68867524,780800,21080,ONLINE,PAID
4439633,68867599,343600,5160,ONLINE,PAID
4439636,68867626,532000,8000,ONLINE,PAID
4439639,68867631,934800,25240,ONLINE,PAID
4439640,68867644,296000,4440,ONLINE,PAID
4439642,68867661,454800,12280,ONLINE,PAID
4439643,68867664,434800,11720,ONLINE,PAID
4439644,68867667,686800,18560,ONLINE,PAID
4439649,68867705,718400,19400,ONLINE,PAID
4439657,68867837,48000,0,VOUCHER,PAID
4440208,68867837,94400,1400,DEBIT,PAID
4439662,68867896,1076000,29040,ONLINE,PAID
4439663,68867947,613000,16560,ONLINE,PAID
4439673,68868172,350360,5240,ONLINE,PAID
4439674,68868173,1355800,36600,ONLINE,PAID
4439675,68868176,451600,12200,ONLINE,PAID
4439678,68868230,351600,9480,ONLINE,PAID
4439679,68868232,515600,13920,ONLINE,PAID
4439683,68868289,642800,17360,ONLINE,PAID
4439686,68868363,347200,9360,ONLINE,PAID
4439687,68868366,621200,16760,ONLINE,PAID
4439690,68868408,329200,8880,ONLINE,PAID
4439692,68868417,577200,15600,ONLINE,PAID
4439695,68868463,575800,15560,ONLINE,PAID
4439697,68868465,515600,13920,ONLINE,PAID
4439699,68868467,246800,4920,ONLINE,PAID
4439698,68868468,271200,3520,ONLINE,PAID
4439700,68868514,403600,10880,ONLINE,PAID
4439706,68868595,271200,7320,ONLINE,PAID
4440617,68868635,347200,4680,DEBIT,PAID
4439710,68868638,466800,12600,ONLINE,PAID
4439711,68868640,303960,4560,ONLINE,PAID
4439712,68868661,150400,2240,ONLINE,PAID
4441845,68868665,437600,6560,CREDIT_STORE,PAID
4439716,68868719,623200,16840,ONLINE,PAID
4439717,68868745,447600,6720,ONLINE,PAID
4439719,68868747,326800,8840,ONLINE,PAID
4439720,68868750,645200,17440,ONLINE,PAID
4439725,68868844,127600,1920,ONLINE,PAID
4439726,68868862,1150400,17240,ONLINE,PAID
4439727,68868864,544400,7640,ONLINE,PAID
4439728,68868869,642800,9640,ONLINE,PAID
4439729,68868869,48000,0,VOUCHER,PAID
4441641,68868909,259600,0,MEAL_BENEFIT,PAID
4439732,68868913,293200,7920,ONLINE,PAID
4439734,68868951,283200,4240,ONLINE,PAID
4439738,68868970,306000,4280,ONLINE,PAID
4439739,68868975,641200,17320,ONLINE,PAID
4439740,68869027,259600,3880,ONLINE,PAID
4439741,68869029,510000,13760,ONLINE,PAID
4439742,68869031,651600,17600,ONLINE,PAID
4439745,68869035,447600,6720,ONLINE,PAID
4439746,68869045,250800,3760,ONLINE,PAID
4439749,68869121,516600,13960,ONLINE,PAID
4439752,68869130,622800,16800,ONLINE,PAID
4439754,68869213,219200,3280,ONLINE,PAID
4439757,68869437,429400,11600,ONLINE,PAID
4439758,68869437,47600,0,VOUCHER,PAID
