order_id,store_id,channel_id,payment_order_id,delivery_order_id,order_status,order_amount,order_delivery_fee,order_delivery_cost,order_created_hour,order_created_minute,order_created_month,order_created_day,order_moment_created,order_metric_collected_time,order_metric_paused_time,order_metric_production_time,order_metric_walking_time,order_metric_expediton_speed_time,order_metric_transit_time,order_metric_cycle_time
68405119,3512,5,68405119,68405119,CANCELED,250800,0,0,0,1,1,1,1/1/2023 0:01,,,,,,,
68405123,3512,5,68405123,68405123,CANCELED,250800,0,0,0,4,1,1,1/1/2023 0:04,,,,,,,
68405206,3512,5,68405206,68405206,CANCELED,462000,0,0,0,13,1,1,1/1/2023 0:13,,,,,,,
68405465,3401,5,68405465,68405465,CANCELED,223600,0,0,0,19,1,1,1/1/2023 0:19,,,,,,,
68406064,3401,5,68406064,68406064,CANCELED,151600,0,0,0,26,1,1,1/1/2023 0:26,,,,,,,
68408108,786,5,68408108,68408108,CANCELED,320000,39600,0,0,56,1,1,1/1/2023 0:56,,,,,,,
68408109,1125,5,68408109,68408109,CANCELED,284000,39600,0,0,56,1,1,1/1/2023 0:56,,,,,,,
68409030,1064,35,68409030,68409030,CANCELED,859200,40,0,1,56,1,1,1/1/2023 1:56,,,,,,,
68410055,2181,35,68410055,68410055,FINISHED,1579200,40,24000,2,32,1,1,1/1/2023 2:32,6.63,4.55,2391.25,7.17,11.72,21.75,2424.72
68412121,1152,5,68412121,68412121,CANCELED,102000,39600,0,13,57,1,1,1/1/2023 13:57,,,,,,,
68412122,490,5,68412122,68412122,CANCELED,120000,23600,0,13,57,1,1,1/1/2023 13:57,,,,,,,
68412123,674,5,68412123,68412123,CANCELED,298000,23600,0,13,57,1,1,1/1/2023 13:57,,,,,,,
68412131,490,5,68412131,68412131,CANCELED,192000,31600,0,13,58,1,1,1/1/2023 13:58,,,,,,,
68412134,679,5,68412134,68412134,CANCELED,139600,39600,0,13,58,1,1,1/1/2023 13:58,,,,,,,
68412148,294,5,68412148,68412148,CANCELED,136000,27600,0,14,2,1,1,1/1/2023 14:02,,,,,,,
68412322,294,5,68412322,68412322,CANCELED,157200,39600,0,14,6,1,1,1/1/2023 14:06,,,,,,,
68412444,294,5,68412444,68412444,CANCELED,166000,39600,0,14,8,1,1,1/1/2023 14:08,,,,,,,
68412721,631,5,68412721,68412721,FINISHED,780200,47600,43720,14,12,1,1,1/1/2023 14:12,0.27,10.22,26.07,0.83,11.05,83.3,120.42
68413340,631,5,68413340,68413340,FINISHED,187600,47600,45440,14,14,1,1,1/1/2023 14:14,7.03,3.1,14.62,9.57,12.67,49.78,77.05
68414018,3265,5,68414018,68414018,FINISHED,183200,0,41120,14,17,1,1,1/1/2023 14:17,10.22,3.03,27.48,10.25,13.28,11.05,51.82
68414309,236,5,68414309,68414309,FINISHED,379600,47600,24000,14,21,1,1,1/1/2023 14:21,2.37,1.45,15.78,5.33,6.78,6.73,29.3
68414512,631,5,68414512,68414512,FINISHED,183600,47600,46520,14,24,1,1,1/1/2023 14:24,0.08,39.75,22.1,0.1,39.85,23.82,85.77
68414563,955,5,68414563,68414563,FINISHED,107600,0,24000,14,24,1,1,1/1/2023 14:24,1.23,,39.03,,5.92,21.55,66.5
68414907,294,5,68414907,68414907,CANCELED,129600,39600,0,14,27,1,1,1/1/2023 14:27,,,,,,,
68415103,631,5,68415103,68415103,FINISHED,414400,47600,25320,14,31,1,1,1/1/2023 14:31,0.42,3.93,24.82,0.45,4.38,38.17,67.37
68415140,631,5,68415140,68415140,FINISHED,749600,47600,14880,14,31,1,1,1/1/2023 14:31,1.57,4.18,30.93,2.52,6.7,57.17,94.82
68415344,631,5,68415344,68415344,FINISHED,333600,47600,45280,14,33,1,1,1/1/2023 14:33,0.52,28.83,22.88,0.53,29.38,53.08,105.35
68415457,631,5,68415457,68415457,FINISHED,547200,47600,14880,14,34,1,1,1/1/2023 14:34,5.67,4.08,24.43,6.62,10.7,14.22,49.35
68415474,631,5,68415474,68415474,FINISHED,633200,47600,41400,14,34,1,1,1/1/2023 14:34,1.53,20.52,28.02,2.47,22.98,33.95,84.97
68415543,3528,5,68415543,68415543,FINISHED,87600,12000,39960,14,35,1,1,1/1/2023 14:35,0.55,,86.22,,8.03,17.5,111.75
68415947,3265,5,68415947,68415947,FINISHED,103600,0,48320,14,37,1,1,1/1/2023 14:37,1.55,3.9,32.73,1.58,5.48,20.12,58.33
68416059,631,5,68416059,68416059,FINISHED,653200,47600,14880,14,38,1,1,1/1/2023 14:38,5.75,1.02,28.77,5.78,6.8,18.72,54.28
68416226,3265,5,68416226,68416226,FINISHED,125600,0,34440,14,40,1,1,1/1/2023 14:40,2.43,0.4,33.17,2.47,2.87,15.77,51.8
68416227,3265,5,68416227,68416227,FINISHED,103600,0,47200,14,40,1,1,1/1/2023 14:40,3.12,2.15,35.27,3.13,5.28,11.07,51.63
68416230,1016,5,68416230,68416230,FINISHED,159200,27960,39000,14,40,1,1,1/1/2023 14:40,1.57,0.93,4.2,2.27,3.2,9.52,16.92
68416339,1530,5,68416339,68416339,CANCELED,136800,39600,0,14,43,1,1,1/1/2023 14:43,,,,,,,
68416397,3265,5,68416397,68416397,FINISHED,116000,0,42040,14,44,1,1,1/1/2023 14:44,3.15,3.2,31.3,3.18,6.38,21.33,59.03
68416643,955,5,68416643,68416643,FINISHED,187200,0,34160,14,46,1,1,1/1/2023 14:46,1.1,,17.02,,4.38,15.55,36.95
68417189,406,5,68417189,68417189,CANCELED,103600,39960,0,14,52,1,1,1/1/2023 14:52,,,,,,,
68417307,955,5,68417307,68417307,FINISHED,167600,0,32000,14,54,1,1,1/1/2023 14:54,0.15,0.7,19.05,1.3,1.98,24.63,45.67
68417497,3265,5,68417497,68417497,FINISHED,112000,0,43000,14,55,1,1,1/1/2023 14:55,3.3,2.05,47.8,3.32,5.37,11.95,65.12
68417544,399,5,68417544,68417544,FINISHED,397600,39600,32120,14,56,1,1,1/1/2023 14:56,0.8,0.13,33.78,6.55,6.7,45.32,85.8
68417646,955,5,68417646,68417646,FINISHED,219600,0,32000,14,58,1,1,1/1/2023 14:58,0.18,1.83,15.17,1.33,3.17,14.05,32.37
68417778,3265,5,68417778,68417778,FINISHED,129600,0,35760,14,59,1,1,1/1/2023 14:59,3.3,4.63,38.25,3.32,7.97,10.52,56.73
68417783,659,5,68417783,68417783,CANCELED,484400,47600,0,15,0,1,1,1/1/2023 15:00,,,,,,,
68417787,3528,5,68417787,68417787,FINISHED,299600,12000,32000,15,1,1,1,1/1/2023 15:01,1.62,8.27,118.08,3.37,11.63,15.82,145.52
68417799,3265,5,68417799,68417799,FINISHED,124000,0,40040,15,2,1,1,1/1/2023 15:02,3.08,5.23,35.73,3.12,8.35,19.18,63.27
68418089,274,5,68418089,68418089,FINISHED,256000,47600,32000,15,4,1,1,1/1/2023 15:04,,,16.6,,3.05,26.1,45.77
68418092,3265,5,68418092,68418092,FINISHED,191200,0,41640,15,4,1,1,1/1/2023 15:04,4.15,0.07,43.35,6.37,6.43,11.45,61.23
68418430,707,5,68418430,68418430,FINISHED,822000,47600,40240,15,5,1,1,1/1/2023 15:05,3.35,2.87,16.1,3.4,6.27,13.68,36.05
68418711,998,5,68418711,68418711,FINISHED,276000,39600,36000,15,6,1,1,1/1/2023 15:06,1.05,0.47,21.88,2.28,2.75,15.2,39.82
68419091,236,5,68419091,68419091,FINISHED,349400,47600,24000,15,8,1,1,1/1/2023 15:08,0.7,3.75,13.35,4.47,8.22,19.4,40.97
68419094,2948,5,68419094,68419094,FINISHED,342400,0,30400,15,8,1,1,1/1/2023 15:08,2.42,0.6,17.83,5.1,5.7,10.08,33.6
68419140,274,5,68419140,68419140,FINISHED,401200,47600,34960,15,9,1,1,1/1/2023 15:09,,,21.42,,4.8,13.3,39.52
68419146,3105,5,68419146,68419146,FINISHED,174800,0,24000,15,9,1,1,1/1/2023 15:09,0.78,2.33,20.73,0.8,3.13,58.25,82.1
68419302,1016,5,68419302,68419302,FINISHED,153600,27960,35560,15,9,1,1,1/1/2023 15:09,3.58,0.77,13.83,3.6,4.37,9.82,28.02
68419305,415,5,68419305,68419305,FINISHED,762000,47600,24000,15,9,1,1,1/1/2023 15:09,1.25,2.83,37.85,1.27,4.1,17.1,59.05
68419373,631,5,68419373,68419373,FINISHED,621200,47600,15000,15,10,1,1,1/1/2023 15:10,0.13,26.6,14.9,0.17,26.75,13.13,54.8
68419684,3105,5,68419684,68419684,FINISHED,139600,0,24000,15,11,1,1,1/1/2023 15:11,0.63,2.87,18.6,0.65,3.53,22.47,44.58
68419797,415,5,68419797,68419797,FINISHED,468000,47600,24000,15,11,1,1,1/1/2023 15:11,3.1,4.33,34.23,3.13,7.47,12.78,54.47
68419848,274,5,68419848,68419848,FINISHED,627200,47600,35280,15,11,1,1,1/1/2023 15:11,,,30.25,,3.13,12.23,45.6
68420053,707,5,68420053,68420053,FINISHED,540600,47600,42760,15,12,1,1,1/1/2023 15:12,2.88,0.03,15.23,6.08,6.1,16.02,37.35
68420308,631,5,68420308,68420308,FINISHED,279600,47600,24000,15,12,1,1,1/1/2023 15:12,2.58,13.37,9.9,2.6,15.97,10.87,36.72
68420589,3071,5,68420589,68420589,FINISHED,239200,0,32360,15,14,1,1,1/1/2023 15:14,0.92,1.58,19.9,0.95,2.53,10.85,33.28
68420592,3060,5,68420592,68420592,FINISHED,250800,0,24000,15,14,1,1,1/1/2023 15:14,2.4,7.03,9.75,5.2,12.23,42.98,64.97
68420776,3528,5,68420776,68420776,FINISHED,101600,0,32000,15,14,1,1,1/1/2023 15:14,1.08,,46.93,,6.73,6.7,60.37
68420869,707,5,68420869,68420869,FINISHED,938400,47600,43520,15,14,1,1,1/1/2023 15:14,1.85,0.18,13.7,4.9,5.08,23.92,42.68
68421071,3265,5,68421071,68421071,FINISHED,247200,0,41720,15,15,1,1,1/1/2023 15:15,2.32,2.72,50,2.33,5.05,9.6,64.65
68421547,3091,5,68421547,68421547,FINISHED,103600,0,32000,15,17,1,1,1/1/2023 15:17,0.67,3.68,10.58,0.68,4.37,8.22,23.18
68421551,3105,5,68421551,68421551,FINISHED,143200,0,32000,15,17,1,1,1/1/2023 15:17,0.48,3.3,12.55,0.5,3.8,11.73,28.08
68421917,3265,5,68421917,68421917,FINISHED,83600,0,41320,15,19,1,1,1/1/2023 15:19,0.08,3.33,70.02,3.33,6.67,13.72,90.4
68421987,149,5,68421987,68421987,FINISHED,369400,47600,32000,15,19,1,1,1/1/2023 15:19,1.3,6.48,17.83,1.38,7.87,20.37,46.05
68422045,2948,5,68422045,68422045,FINISHED,206800,0,30400,15,20,1,1,1/1/2023 15:20,1.7,0.63,11.6,2.62,3.25,10.93,25.78
68422076,3071,5,68422076,68422076,FINISHED,147200,0,32000,15,20,1,1,1/1/2023 15:20,1.35,,19.63,,2.58,13.62,35.83
68422092,149,5,68422092,68422092,FINISHED,573600,47600,35360,15,20,1,1,1/1/2023 15:20,1.87,3.15,21.08,1.9,5.03,19.58,45.7
68422281,632,5,68422281,68422281,FINISHED,518800,47600,24000,15,21,1,1,1/1/2023 15:21,1.37,45.23,20.62,1.37,46.62,51.97,119.2
68422614,1037,5,68422614,68422614,FINISHED,675600,47600,32800,15,22,1,1,1/1/2023 15:22,1.38,4.08,16.48,1.55,5.63,23.7,45.8
68422671,998,5,68422671,68422671,FINISHED,600000,39600,24000,15,22,1,1,1/1/2023 15:22,0.5,0.73,20.75,1.62,2.35,10.78,33.88
68422740,3512,5,68422740,68422740,CANCELED,310400,0,0,15,23,1,1,1/1/2023 15:23,,,,,,,
68423110,3528,5,68423110,68423110,FINISHED,99600,12000,32640,15,23,1,1,1/1/2023 15:23,0.3,5.62,63.72,1.52,7.13,7.9,78.75
68423162,495,5,68423162,68423162,FINISHED,429400,47600,33680,15,24,1,1,1/1/2023 15:24,3,11.27,9.57,3.1,14.37,20.08,44.02
68423436,631,5,68423436,68423436,FINISHED,187600,47600,44640,15,25,1,1,1/1/2023 15:25,2.67,79.05,21.65,2.68,81.73,55.13,158.52
68423588,495,5,68423588,68423588,FINISHED,327200,47600,24000,15,25,1,1,1/1/2023 15:25,1.27,19.82,9.97,1.35,21.18,37.72,68.85
68423643,399,5,68423643,68423643,FINISHED,315600,39600,24000,15,25,1,1,1/1/2023 15:25,0.12,1.02,17.3,9.87,10.88,17.13,45.33
68423762,3728,5,68423762,68423762,FINISHED,340000,0,36160,15,26,1,1,1/1/2023 15:26,2.97,0.87,17.82,9.05,9.92,14.4,42.13
68423847,149,5,68423847,68423847,FINISHED,261600,47600,24000,15,26,1,1,1/1/2023 15:26,1.9,2.72,14.42,1.93,4.65,12.82,31.88
68424216,3091,5,68424216,68424216,FINISHED,182800,0,13960,15,27,1,1,1/1/2023 15:27,0.62,40.02,37,0.65,40.65,44.6,122.25
68424238,632,5,68424238,68424238,FINISHED,152000,47600,27480,15,27,1,1,1/1/2023 15:27,0.33,40.87,16,0.33,41.2,30,87.18
68424433,632,5,68424433,68424433,FINISHED,503600,47600,15000,15,28,1,1,1/1/2023 15:28,0.17,8.72,15.35,0.18,8.9,26.85,51.08
68424547,495,5,68424547,68424547,FINISHED,738400,47600,15360,15,29,1,1,1/1/2023 15:29,2.43,23.3,18.98,2.53,25.83,16.55,61.37
68424656,659,5,68424656,68424656,FINISHED,297600,47600,24000,15,29,1,1,1/1/2023 15:29,0.22,0.62,7.67,4.5,5.12,21.52,34.3
68424659,707,5,68424659,68424659,FINISHED,1080000,47600,41120,15,29,1,1,1/1/2023 15:29,2.2,2,17,3.73,5.73,22.43,45.18
68424660,3265,5,68424660,68424660,FINISHED,228000,0,34240,15,29,1,1,1/1/2023 15:29,2.08,,30.62,,4.72,8.28,43.62
68424858,631,5,68424858,68424858,FINISHED,642800,47600,24480,15,31,1,1,1/1/2023 15:31,2.7,9.1,36.63,2.72,11.82,17.15,65.6
68425021,707,5,68425021,68425021,FINISHED,599200,47600,38320,15,31,1,1,1/1/2023 15:31,6.72,2.07,10.25,8.27,10.33,15.27,35.85
68425058,3091,5,68425058,68425058,FINISHED,163200,0,13960,15,32,1,1,1/1/2023 15:32,0.2,51.23,25.05,0.37,51.6,22.37,99.02
68425821,495,5,68425821,68425821,FINISHED,722400,47600,35840,15,33,1,1,1/1/2023 15:33,0.47,33.07,22.3,0.57,33.63,21.93,77.87
68426187,631,5,68426187,68426187,FINISHED,211200,47600,24000,15,34,1,1,1/1/2023 15:34,1.57,44.23,19.23,2.47,46.7,10.8,76.75
68426262,3265,5,68426262,68426262,FINISHED,223600,0,32000,15,34,1,1,1/1/2023 15:34,3.57,3.12,29.22,3.6,6.72,24.43,60.35
68426299,998,5,68426299,68426299,FINISHED,1324000,39600,46760,15,35,1,1,1/1/2023 15:35,0.67,2.62,32.55,1.72,4.33,38.52,75.4
68426376,1037,5,68426376,68426376,FINISHED,598400,47600,32000,15,35,1,1,1/1/2023 15:35,0.62,1.33,16.98,2.27,3.6,7.22,27.78
68426421,274,5,68426421,68426421,FINISHED,573600,47600,47760,15,35,1,1,1/1/2023 15:35,,,23.8,,1.4,13.73,38.92
68426427,631,5,68426427,68426427,FINISHED,358000,47600,24000,15,35,1,1,1/1/2023 15:35,1.4,41.33,18.43,2.33,43.67,28.68,90.78
68426471,274,5,68426471,68426471,FINISHED,573600,47600,34960,15,35,1,1,1/1/2023 15:35,,,22.47,,5.83,16.75,45.07
68426619,236,5,68426619,68426619,FINISHED,406400,47600,24000,15,36,1,1,1/1/2023 15:36,0.38,2.53,16.33,5.15,7.67,8.4,32.42
68426696,495,5,68426696,68426696,FINISHED,647600,47600,20280,15,36,1,1,1/1/2023 15:36,4.33,9.28,14.62,4.42,13.72,12.82,41.15
68426996,495,5,68426996,68426996,FINISHED,247200,47600,15360,15,37,1,1,1/1/2023 15:37,1,17.05,18,1.1,18.15,28.02,64.18
68427057,495,5,68427057,68427057,FINISHED,575200,47600,20280,15,38,1,1,1/1/2023 15:38,2.15,10.13,16.9,2.22,12.35,17.8,47.05
68427326,495,5,68427326,68427326,FINISHED,443600,47600,15360,15,38,1,1,1/1/2023 15:38,0.15,16.67,18.9,0.33,17,32,67.9
68427588,149,5,68427588,68427588,FINISHED,639600,47600,32000,15,39,1,1,1/1/2023 15:39,1.32,4.03,19.78,1.35,5.38,14.33,39.5
68427630,3091,5,68427630,68427630,FINISHED,147200,0,32000,15,40,1,1,1/1/2023 15:40,0.15,,2.32,0.27,,,146.7
68427637,3091,5,68427637,68427637,FINISHED,119600,0,35240,15,40,1,1,1/1/2023 15:40,0.85,6.23,27.57,2.47,8.7,20.25,56.52
68427952,415,5,68427952,68427952,FINISHED,179600,47600,24000,15,41,1,1,1/1/2023 15:41,1.02,1.32,10.02,3.32,4.63,8.83,23.5
68427968,3091,5,68427968,68427968,FINISHED,119600,0,33400,15,41,1,1,1/1/2023 15:41,1.33,42.35,38.52,3.72,46.07,24.85,109.45
68428396,1016,5,68428396,68428396,FINISHED,480400,27960,33160,15,43,1,1,1/1/2023 15:43,2.03,5.75,12.17,2.08,7.83,8.93,28.92
68428457,274,5,68428457,68428457,FINISHED,499400,47600,32000,15,43,1,1,1/1/2023 15:43,,,18.5,,6.32,2.65,27.47
68428503,149,5,68428503,68428503,FINISHED,377000,47600,24000,15,44,1,1,1/1/2023 15:44,1.25,6.73,11.1,1.28,8.02,17.42,36.55
68428566,274,5,68428566,68428566,FINISHED,349600,47600,20160,15,45,1,1,1/1/2023 15:45,,,18.4,,9.5,26.52,54.42
68428840,707,5,68428840,68428840,FINISHED,299600,47600,36600,15,46,1,1,1/1/2023 15:46,5.57,0.7,4.58,8.45,9.17,15.83,29.57
68429064,415,5,68429064,68429064,FINISHED,465200,47600,12920,15,46,1,1,1/1/2023 15:46,0.62,3.02,29.47,0.78,3.8,11.95,45.2
68429127,3265,5,68429127,68429127,FINISHED,286800,0,48080,15,47,1,1,1/1/2023 15:47,0.2,2.5,48.72,0.23,2.72,17.97,69.4
68429213,3265,5,68429213,68429213,FINISHED,211600,0,35480,15,47,1,1,1/1/2023 15:47,2,0.83,39.47,5.67,6.5,11.23,57.22
68429311,3528,5,68429311,68429311,FINISHED,189200,12000,24000,15,47,1,1,1/1/2023 15:47,1.33,1.18,29.2,2.92,4.1,13.42,46.73
68429364,149,5,68429364,68429364,FINISHED,183200,47600,32120,15,48,1,1,1/1/2023 15:48,,5.37,,,,14.93,29.32
68429379,3070,5,68429379,68429379,FINISHED,250800,0,32000,15,48,1,1,1/1/2023 15:48,2.38,12.8,19.78,2.4,15.2,24.2,59.2
68429530,3091,5,68429530,68429530,FINISHED,107600,0,24000,15,48,1,1,1/1/2023 15:48,1.02,14.62,36.25,13.87,28.5,13.77,78.52
68429550,659,5,68429550,68429550,FINISHED,569000,47600,23840,15,48,1,1,1/1/2023 15:48,,,,,,16.07,30.08
68429631,149,5,68429631,68429631,FINISHED,371200,47600,32000,15,49,1,1,1/1/2023 15:49,0.17,3.23,12.27,0.18,3.43,4.43,20.13
68429881,274,5,68429881,68429881,FINISHED,573600,47600,20160,15,49,1,1,1/1/2023 15:49,,,16.43,,4.32,9.9,30.65
68430182,955,5,68430182,68430182,FINISHED,147600,0,45520,15,50,1,1,1/1/2023 15:50,0.13,,13.12,,3.75,19.43,36.3
68430224,415,5,68430224,68430224,FINISHED,152000,47600,24000,15,50,1,1,1/1/2023 15:50,0.83,6.27,5.02,0.87,7.13,6.93,19.08
68430280,274,5,68430280,68430280,FINISHED,357200,47600,33960,15,50,1,1,1/1/2023 15:50,,,21.72,,4.97,11.97,38.65
68430392,707,5,68430392,68430392,FINISHED,317600,47600,40400,15,51,1,1,1/1/2023 15:51,6.18,1.3,11.28,9.62,10.92,13.18,35.38
68430452,955,5,68430452,68430452,FINISHED,287200,0,32000,15,51,1,1,1/1/2023 15:51,0.15,,11.52,,4.08,13.23,28.83
68430487,1037,5,68430487,68430487,FINISHED,423200,47600,42480,15,51,1,1,1/1/2023 15:51,0.73,1.15,13.93,2.7,3.85,10.48,28.28
68430526,961,5,68430526,68430526,FINISHED,143200,0,32000,15,52,1,1,1/1/2023 15:52,1.32,2.13,10.3,3.13,5.27,2.42,17.97
68430527,149,5,68430527,68430527,FINISHED,704000,47600,24000,15,52,1,1,1/1/2023 15:52,1.75,2.95,17.83,1.77,4.7,7.32,29.87
68430552,3105,5,68430552,68430552,FINISHED,271200,0,32000,15,52,1,1,1/1/2023 15:52,1.88,5.3,9.53,1.92,7.2,60.5,77.22
68430788,274,5,68430788,68430788,FINISHED,281400,47600,24000,15,52,1,1,1/1/2023 15:52,,,21.42,,3.18,34.5,59.1
68431089,3091,5,68431089,68431089,FINISHED,207200,0,33640,15,53,1,1,1/1/2023 15:53,1.1,13.58,47.4,1.12,14.72,32.43,94.55
68431111,616,5,68431111,68431111,FINISHED,593560,0,32000,15,53,1,1,1/1/2023 15:53,0.8,4.4,25.98,0.82,5.22,19.17,50.37
68431113,3265,5,68431113,68431113,FINISHED,99600,0,32000,15,53,1,1,1/1/2023 15:53,3.85,3.55,38.07,3.88,7.43,9.82,55.32
68431370,3070,5,68431370,68431370,FINISHED,182800,0,32000,15,54,1,1,1/1/2023 15:54,2.33,12.88,13.52,2.35,15.23,14.25,43.02
68431651,998,13,68431651,68431651,FINISHED,384000,39600,43160,15,55,1,1,1/1/2023 15:55,0.58,0.67,15.78,1.17,1.83,14.28,31.9
68431672,1037,5,68431672,68431672,FINISHED,278800,47600,67440,15,55,1,1,1/1/2023 15:55,0.93,1.52,18.87,2.62,4.13,11.85,34.85
68431673,707,5,68431673,68431673,FINISHED,483200,47600,15440,15,55,1,1,1/1/2023 15:55,2.68,1.47,19.83,4.13,5.6,13.07,38.52
68432080,274,5,68432080,68432080,FINISHED,346800,47600,40920,15,56,1,1,1/1/2023 15:56,,,21.6,,5.42,33.43,60.45
68432084,1125,5,68432084,68432084,CANCELED,572000,39600,0,15,56,1,1,1/1/2023 15:56,,,,,,,
68432184,415,5,68432184,68432184,FINISHED,591200,47600,64000,15,56,1,1,1/1/2023 15:56,0.92,5.88,18.07,0.95,6.83,22.17,47.07
68432271,3265,5,68432271,68432271,FINISHED,183600,0,32240,15,56,1,1,1/1/2023 15:56,3.52,0.43,40.75,6.7,7.13,14.98,62.87
68432272,417,5,68432272,68432272,FINISHED,249600,47600,44440,15,56,1,1,1/1/2023 15:56,1.18,1.98,23.9,2.77,4.73,20.72,49.35
68432345,659,5,68432345,68432345,FINISHED,386800,47600,25240,15,56,1,1,1/1/2023 15:56,5.48,15.25,17.78,8.28,23.53,17.3,58.62
68432349,274,5,68432349,68432349,FINISHED,559600,47600,34280,15,56,1,1,1/1/2023 15:56,,,22.88,,6.53,16.25,45.67
68432360,707,5,68432360,68432360,FINISHED,599200,47600,20400,15,57,1,1,1/1/2023 15:57,4.32,1.38,7.52,7.73,9.12,16.92,33.57
68432363,495,5,68432363,68432363,FINISHED,381200,47600,18080,15,57,1,1,1/1/2023 15:57,2.3,14.9,15.13,2.4,17.3,58.97,91.42
68432364,707,5,68432364,68432364,FINISHED,226000,47600,46280,15,57,1,1,1/1/2023 15:57,3.38,1.27,8.15,6.8,8.07,15.37,31.58
68432367,3091,5,68432367,68432367,CANCELED,239200,0,32360,15,57,1,1,1/1/2023 15:57,1.32,14.8,39.98,1.42,16.22,67.58,123.78
68432421,3265,5,68432421,68432421,FINISHED,207200,0,32000,15,58,1,1,1/1/2023 15:58,,5.38,,,,13.38,56.5
68432455,707,5,68432455,68432455,FINISHED,299600,47600,24000,15,58,1,1,1/1/2023 15:58,1.88,1.67,8.87,5.27,6.93,15.82,31.62
68432456,415,5,68432456,68432456,FINISHED,152000,47600,34040,15,58,1,1,1/1/2023 15:58,0.8,9.75,11.38,4.68,14.45,24.37,50.2
68432509,3528,5,68432509,68432509,FINISHED,299600,12000,35440,15,58,1,1,1/1/2023 15:58,4.88,1,24.88,5.87,6.87,13.95,45.7
68432554,1037,5,68432554,68432554,FINISHED,739600,47600,44560,15,58,1,1,1/1/2023 15:58,1.07,1.28,15.47,2.75,4.03,21.38,40.9
68432718,3060,5,68432718,68432718,FINISHED,429600,0,25240,15,59,1,1,1/1/2023 15:59,1.5,22.25,12.77,4.17,26.42,36.02,75.18
68432823,2559,31,68432823,68432823,FINISHED,156000,0,32000,15,59,1,1,1/1/2023 15:59,12.95,,19.57,,2.82,1433.2,1455.58
68432907,495,5,68432907,68432907,FINISHED,334000,47600,18080,15,59,1,1,1/1/2023 15:59,1.18,14.82,14.08,1.5,16.32,67.07,97.47
68433064,3091,5,68433064,68433064,FINISHED,103600,0,32080,16,0,1,1,1/1/2023 16:00,0.17,8.3,44.53,2.27,10.57,59.65,114.73
68433305,3265,5,68433305,68433305,FINISHED,274800,0,35200,16,0,1,1,1/1/2023 16:00,2.55,0.9,59.87,5.97,6.87,23.52,90.25
68433359,3265,5,68433359,68433359,FINISHED,225200,0,32000,16,1,1,1,1/1/2023 16:01,0.08,0.15,40.33,2.67,2.82,7.95,51.12
68433418,3071,5,68433418,68433418,FINISHED,271200,0,32000,16,1,1,1,1/1/2023 16:01,0.75,3.47,16.73,1,4.47,22.2,43.4
68433613,1037,5,68433613,68433613,FINISHED,299600,47600,32000,16,2,1,1,1/1/2023 16:02,3.35,10.68,16.05,3.48,14.17,5.77,35.97
68434112,869,15,68434112,68434112,FINISHED,79200,0,24000,16,4,1,1,1/1/2023 16:04,0.23,1.45,2.42,0.25,1.72,21.37,25.5
68434118,274,5,68434118,68434118,FINISHED,579600,47600,43880,16,4,1,1,1/1/2023 16:04,,,29.83,,3.05,13.12,45.98
68434121,149,5,68434121,68434121,FINISHED,765800,47600,24000,16,4,1,1,1/1/2023 16:04,1.42,3.38,17.22,1.45,4.85,9.85,31.93
68434135,961,5,68434135,68434135,FINISHED,159200,0,38000,16,4,1,1,1/1/2023 16:04,2.35,,14.77,,4.37,23.12,42.25
68434341,361,5,68434341,68434341,FINISHED,223600,47600,40840,16,5,1,1,1/1/2023 16:05,3.37,5.33,15.13,4.07,9.38,33.37,57.9
68434362,903,10,68434362,68434362,FINISHED,309400,0,42880,16,5,1,1,1/1/2023 16:05,,,1.97,,6.9,14.23,23.1
68434442,495,5,68434442,68434442,FINISHED,402400,47600,18080,16,5,1,1,1/1/2023 16:05,0.52,9.2,11.97,0.62,9.82,37.12,58.9
68434497,149,5,68434497,68434497,FINISHED,525600,47600,24000,16,6,1,1,1/1/2023 16:06,1.3,3.52,19.37,1.37,4.88,8.12,32.37
68434509,955,5,68434509,68434509,FINISHED,267600,0,38000,16,6,1,1,1/1/2023 16:06,,,10.78,,1.85,13.4,26.03
68434849,417,5,68434849,68434849,FINISHED,2678800,47600,44920,16,7,1,1,1/1/2023 16:07,0.35,2.87,34.87,4.1,6.97,23.05,64.87
68434852,707,5,68434852,68434852,FINISHED,529400,47600,36000,16,7,1,1,1/1/2023 16:07,3.03,0.17,14.62,6.47,6.63,10,31.25
68434998,3265,5,68434998,68434998,FINISHED,215600,0,36040,16,8,1,1,1/1/2023 16:08,2.22,,53.07,,5.5,14.68,73.27
68435114,1057,5,68435114,68435114,FINISHED,224000,47600,30400,16,8,1,1,1/1/2023 16:08,,,17.98,,2.77,5.37,26.12
68435117,3265,5,68435117,68435117,FINISHED,125600,0,35080,16,8,1,1,1/1/2023 16:08,0.22,2.12,45.55,0.23,2.37,7.3,55.22
68435186,417,5,68435186,68435186,FINISHED,481600,47600,38840,16,9,1,1,1/1/2023 16:09,4.43,2.17,37.18,8.5,10.67,42.35,90.2
68435227,357,5,68435227,68435227,FINISHED,367200,32000,24000,16,9,1,1,1/1/2023 16:09,1.1,1.17,15.88,3.4,4.58,22.33,42.78
68435251,495,5,68435251,68435251,FINISHED,299600,47600,32000,16,9,1,1,1/1/2023 16:09,0.27,26.22,7.52,0.37,26.58,10.5,44.6
