order_id,store_id,channel_id,payment_order_id,delivery_order_id,order_status,order_amount,order_delivery_fee,order_delivery_cost,order_created_hour,order_created_minute,order_created_month,order_created_day,order_moment_created,order_metric_collected_time,order_metric_paused_time,order_metric_production_time,order_metric_walking_time,order_metric_expediton_speed_time,order_metric_transit_time,order_metric_cycle_time
70120476,53,5,70120476,70120476,FINISHED,311600,19600,24000,23,28,8,1,1/8/2023 23:28,0.38,8.83,21.17,2.03,10.87,11.78,43.83
70120529,1107,5,70120529,70120529,CANCELED,860000,39600,0,23,28,8,1,1/8/2023 23:28,,,,,,,
70120540,496,5,70120540,70120540,FINISHED,439200,47600,24000,23,28,8,1,1/8/2023 23:28,1.8,2.53,23.62,1.85,4.37,13.05,41.05
70120611,53,5,70120611,70120611,FINISHED,120800,27600,32000,23,28,8,1,1/8/2023 23:28,0.6,2.63,22.42,3.7,6.33,14.93,43.67
70120746,632,5,70120746,70120746,FINISHED,734400,47600,33600,23,29,8,1,1/8/2023 23:29,2.25,1.35,11.9,3,4.37,10.97,27.23
70120816,294,5,70120816,70120816,FINISHED,328000,39600,37280,23,29,8,1,1/8/2023 23:29,1.45,,17.95,,5.75,15.78,39.48
70120829,2541,5,70120829,70120829,FINISHED,192000,27600,32000,23,29,8,1,1/8/2023 23:29,1.48,9.7,35.35,1.55,11.23,5.1,51.7
70120897,416,5,70120897,70120897,FINISHED,455200,47600,48840,23,29,8,1,1/8/2023 23:29,0.33,2.28,15.42,1.63,3.92,20.95,40.3
70120976,658,5,70120976,70120976,FINISHED,478400,47600,41200,23,29,8,1,1/8/2023 23:29,0.23,0.62,18.93,3.13,3.75,42.02,64.7
70121099,1399,5,70121099,70121099,FINISHED,626400,15600,33800,23,29,8,1,1/8/2023 23:29,2,1.23,31.58,2.02,3.25,12.28,47.12
70121153,53,5,70121153,70121153,FINISHED,149600,27600,48000,23,30,8,1,1/8/2023 23:30,0.67,21.02,25.52,0.85,21.87,3.6,50.98
70121156,53,5,70121156,70121156,FINISHED,438400,39600,24000,23,30,8,1,1/8/2023 23:30,0.47,4.92,25.95,0.48,5.42,44.62,75.98
70121242,294,5,70121242,70121242,FINISHED,134800,27600,24000,23,30,8,1,1/8/2023 23:30,0.87,0.28,17.45,5.23,5.5,32.52,55.48
70121245,321,5,70121245,70121245,FINISHED,522800,47600,19000,23,30,8,1,1/8/2023 23:30,2.95,,15.5,,14.4,37.15,67.05
70121249,529,5,70121249,70121249,FINISHED,308000,27600,44800,23,30,8,1,1/8/2023 23:30,1.43,1.62,4.07,5.67,7.28,36.17,47.52
70121640,53,5,70121640,70121640,FINISHED,101600,27600,24000,23,32,8,1,1/8/2023 23:32,3.8,3.33,24.95,3.83,7.17,18.88,51
70121684,2439,5,70121684,70121684,FINISHED,199600,0,41200,23,32,8,1,1/8/2023 23:32,,,19.15,,8.28,17.05,44.48
70121933,236,5,70121933,70121933,FINISHED,503200,0,0,23,32,8,1,1/8/2023 23:32,,,31.47,,,,43.78
70122047,955,5,70122047,70122047,FINISHED,227200,0,34760,23,32,8,1,1/8/2023 23:32,0.6,1.6,25.68,1.1,2.7,20.32,48.7
70122059,3060,5,70122059,70122059,FINISHED,107600,0,32760,23,32,8,1,1/8/2023 23:32,1.18,2.4,7.5,2.43,4.83,15.03,27.38
70122075,2170,15,70122075,70122075,FINISHED,608000,0,80000,23,32,8,1,1/8/2023 23:32,,,,,,,25.7
70122097,2541,5,70122097,70122097,FINISHED,410000,27600,24000,23,32,8,1,1/8/2023 23:32,1.18,4.92,31.75,1.23,6.15,17.95,55.85
70122266,56,5,70122266,70122266,FINISHED,228000,27600,24000,23,33,8,1,1/8/2023 23:33,0.77,8.95,19.47,1.63,10.58,13.55,43.6
70122267,2156,5,70122267,70122267,FINISHED,216000,27600,35680,23,33,8,1,1/8/2023 23:33,1.87,4.52,17.9,1.97,6.48,15.23,39.6
70122269,632,5,70122269,70122269,FINISHED,223600,47600,42680,23,33,8,1,1/8/2023 23:33,1.4,2.02,8.88,2.08,4.1,14.9,27.88
70122388,416,5,70122388,70122388,FINISHED,353600,47600,49960,23,33,8,1,1/8/2023 23:33,0.5,0.68,28.07,2.5,3.18,16.67,47.9
70122395,3071,5,70122395,70122395,FINISHED,143200,0,32000,23,33,8,1,1/8/2023 23:33,3.58,19.62,4.77,3.62,23.23,20.03,48.03
70122574,495,5,70122574,70122574,FINISHED,451400,47600,24000,23,33,8,1,1/8/2023 23:33,2.18,4.8,18.62,3.28,8.08,16.3,43
70122645,1057,5,70122645,70122645,FINISHED,599200,47600,37520,23,33,8,1,1/8/2023 23:33,0.67,2.22,19.98,0.73,2.95,16.68,39.6
70122646,707,5,70122646,70122646,FINISHED,1093600,47600,24000,23,33,8,1,1/8/2023 23:33,1.33,4.08,31.12,1.35,5.43,17.48,54.03
70122717,886,5,70122717,70122717,FINISHED,231200,19600,34800,23,33,8,1,1/8/2023 23:33,0.87,6.62,9.88,0.9,7.52,7.28,24.68
70122735,1107,5,70122735,70122735,CANCELED,742000,39600,0,23,34,8,1,1/8/2023 23:34,,,,,,,
70122786,1002,5,70122786,70122786,FINISHED,260000,39600,24000,23,34,8,1,1/8/2023 23:34,1.43,1.25,4.18,4.62,5.87,39.85,49.88
70122858,1057,5,70122858,70122858,FINISHED,467200,47600,23760,23,34,8,1,1/8/2023 23:34,1.18,0.9,31.55,1.25,2.15,14.7,48.4
70122948,676,5,70122948,70122948,FINISHED,573600,47600,40480,23,34,8,1,1/8/2023 23:34,3.22,2.2,30.13,3.25,5.45,14,49.58
70123102,409,5,70123102,70123102,FINISHED,369600,0,24000,23,34,8,1,1/8/2023 23:34,7.83,,11.88,,7.85,14.8,34.53
70123161,2170,15,70123161,70123161,FINISHED,255200,0,133320,23,35,8,1,1/8/2023 23:35,,,,,,,23.48
70123280,3412,5,70123280,70123280,FINISHED,192000,41960,33040,23,35,8,1,1/8/2023 23:35,4.53,0.27,9.17,5.9,6.17,8.13,23.47
70123329,590,5,70123329,70123329,FINISHED,300000,0,44400,23,35,8,1,1/8/2023 23:35,3.52,3,34.55,8.17,11.17,40.27,85.98
70123383,1057,5,70123383,70123383,FINISHED,257600,47600,40600,23,35,8,1,1/8/2023 23:35,1.93,5.7,22.6,2.05,7.73,14.23,44.57
70123420,886,5,70123420,70123420,FINISHED,139600,19600,45360,23,35,8,1,1/8/2023 23:35,0.88,14.93,6.6,0.88,15.82,29.05,51.47
70123466,707,5,70123466,70123466,FINISHED,762400,47600,37320,23,35,8,1,1/8/2023 23:35,,3.32,,,,12.97,47.38
70123512,2439,5,70123512,70123512,FINISHED,199600,0,36960,23,35,8,1,1/8/2023 23:35,4.1,1.2,20.25,4.12,5.32,21.55,47.1
70123572,53,5,70123572,70123572,FINISHED,210000,19600,24000,23,35,8,1,1/8/2023 23:35,0.85,16.67,24.85,0.87,17.53,7.32,49.7
70123658,1399,5,70123658,70123658,FINISHED,862800,0,22800,23,35,8,1,1/8/2023 23:35,0.68,0.87,33.22,0.7,1.58,11.23,46.03
70123685,1914,5,70123685,70123685,FINISHED,124000,27960,28160,23,35,8,1,1/8/2023 23:35,4.15,1.37,14.85,4.23,5.6,39.65,60.1
70123686,707,5,70123686,70123686,FINISHED,607200,47600,34160,23,35,8,1,1/8/2023 23:35,1,5.72,29.87,1.02,6.73,17.73,54.33
70123700,1307,5,70123700,70123700,FINISHED,279200,19960,32040,23,35,8,1,1/8/2023 23:35,1.45,9.82,66.57,1.48,11.3,18.28,96.15
70123783,415,5,70123783,70123783,FINISHED,461000,47600,24000,23,36,8,1,1/8/2023 23:36,0.78,3.13,27.4,0.92,4.05,14.47,45.92
70123901,886,5,70123901,70123901,FINISHED,199200,19600,75920,23,36,8,1,1/8/2023 23:36,0.08,6.73,9.1,0.1,6.82,30.78,46.7
70123990,399,5,70123990,70123990,FINISHED,395600,39600,35600,23,36,8,1,1/8/2023 23:36,1.32,0.63,13.9,5.78,6.42,18.17,38.48
70124039,1399,5,70124039,70124039,FINISHED,810000,15600,39360,23,36,8,1,1/8/2023 23:36,1.15,2.33,42.2,1.18,3.52,13.95,59.65
70124070,2429,5,70124070,70124070,FINISHED,62000,39600,27440,23,36,8,1,1/8/2023 23:36,2.88,7.13,3.27,3.93,11.08,10.78,25.12
70124142,3060,5,70124142,70124142,FINISHED,202400,0,32000,23,36,8,1,1/8/2023 23:36,1.92,4.62,11.13,3.62,8.25,11,30.37
70124174,321,5,70124174,70124174,FINISHED,568800,47600,12840,23,36,8,1,1/8/2023 23:36,0.7,11.55,14.75,0.73,12.28,24.55,51.58
70124353,53,5,70124353,70124353,FINISHED,217200,19600,24000,23,37,8,1,1/8/2023 23:37,0.28,16.02,24.42,0.3,16.33,25.57,66.3
70124354,676,5,70124354,70124354,FINISHED,842000,47600,24000,23,37,8,1,1/8/2023 23:37,6.92,1.88,35.22,6.93,8.83,23.02,67.05
70124470,149,5,70124470,70124470,FINISHED,179600,47600,24000,23,37,8,1,1/8/2023 23:37,0.43,7.8,17.05,0.45,8.23,30.9,56.18
70124474,84,5,70124474,70124474,FINISHED,235600,0,24000,23,37,8,1,1/8/2023 23:37,3.33,5.42,22.48,4.83,10.25,23.48,56.2
70124549,294,5,70124549,70124549,FINISHED,272400,27600,24000,23,37,8,1,1/8/2023 23:37,0.13,1.95,22.67,3.77,5.73,10.05,38.45
70124626,658,5,70124626,70124626,FINISHED,250000,47600,23320,23,37,8,1,1/8/2023 23:37,0.12,1.83,19.28,3,4.82,35.3,59.4
70124628,2980,5,70124628,70124628,FINISHED,207200,39600,40760,23,37,8,1,1/8/2023 23:37,0.32,,14.82,,3.33,15.95,34.1
70124630,676,5,70124630,70124630,FINISHED,797200,47600,34000,23,37,8,1,1/8/2023 23:37,0.23,1.85,33.52,0.33,2.18,17.98,53.67
70124934,886,5,70124934,70124934,FINISHED,214800,19600,32000,23,38,8,1,1/8/2023 23:38,0.32,13.73,6.12,0.32,14.05,7.07,27.23
70124953,1037,5,70124953,70124953,FINISHED,1235400,47600,32000,23,38,8,1,1/8/2023 23:38,1.13,4.22,19.9,1.17,5.37,26.83,52.1
70125020,3105,5,70125020,70125020,CANCELED,949200,35600,0,23,38,8,1,1/8/2023 23:38,,,,,,,
70125051,707,5,70125051,70125051,FINISHED,313200,47600,32000,23,38,8,1,1/8/2023 23:38,,3.52,,,,13.95,45.63
70125152,416,5,70125152,70125152,FINISHED,404000,47600,49920,23,38,8,1,1/8/2023 23:38,1.57,4.63,25.6,2.42,7.05,25.98,58.63
70125526,2149,5,70125526,70125526,FINISHED,248000,35960,32400,23,39,8,1,1/8/2023 23:39,0.18,3.92,15.17,0.22,4.12,10.98,30.28
70125621,390,5,70125621,70125621,FINISHED,541600,31600,24000,23,39,8,1,1/8/2023 23:39,0.55,5.57,18,0.92,6.5,11.47,35.97
70125808,1399,5,70125808,70125808,FINISHED,343200,0,30400,23,39,8,1,1/8/2023 23:39,0.52,1.72,40.83,0.55,2.27,8.52,51.62
70125968,707,5,70125968,70125968,FINISHED,490800,47600,25040,23,40,8,1,1/8/2023 23:40,1.27,,31.9,,5.42,28.78,66.1
70126059,339,5,70126059,70126059,FINISHED,176000,18000,43720,23,40,8,1,1/8/2023 23:40,2.47,47.98,1.75,2.48,50.47,29.15,81.37
70126213,707,5,70126213,70126213,FINISHED,589600,47600,20520,23,40,8,1,1/8/2023 23:40,2.28,0.83,30.3,6.52,7.35,16.2,53.85
70126250,590,5,70126250,70126250,FINISHED,160000,0,47360,23,40,8,1,1/8/2023 23:40,,,,,,51.13,89.13
70126262,658,5,70126262,70126262,FINISHED,604400,47600,64640,23,40,8,1,1/8/2023 23:40,0.37,0.5,24.68,3.38,3.9,20.23,48.8
70126314,1037,5,70126314,70126314,FINISHED,613600,47600,37440,23,41,8,1,1/8/2023 23:41,1.2,3.77,17.03,1.23,5,14.15,36.18
70126320,2439,5,70126320,70126320,FINISHED,387200,0,36800,23,41,8,1,1/8/2023 23:41,2.07,,19.42,,6.77,11.67,37.85
70126324,496,5,70126324,70126324,FINISHED,407200,47600,32000,23,41,8,1,1/8/2023 23:41,0.13,3.85,12.88,0.18,4.03,14.65,31.57
70126474,676,5,70126474,70126474,FINISHED,399200,47600,42360,23,41,8,1,1/8/2023 23:41,,,30.88,,35.92,16.5,83.3
70126533,236,5,70126533,70126533,FINISHED,633600,47600,24000,23,41,8,1,1/8/2023 23:41,3.62,3.28,21.1,4.27,7.57,13.6,42.27
70126602,1642,3,70126602,70126602,FINISHED,319960,0,41560,23,41,8,1,1/8/2023 23:41,3.83,30.42,17.33,3.87,34.28,27.35,78.97
70126627,236,5,70126627,70126627,FINISHED,399200,47600,24000,23,41,8,1,1/8/2023 23:41,1.52,1.63,14.5,4.68,6.32,10.88,31.7
70126661,707,5,70126661,70126661,FINISHED,299600,47600,33400,23,42,8,1,1/8/2023 23:42,0.42,3.12,24.73,0.43,3.55,29.7,57.98
70126662,1399,5,70126662,70126662,FINISHED,207600,15600,39120,23,42,8,1,1/8/2023 23:42,,,30.1,,2.07,25.25,57.42
70126710,496,5,70126710,70126710,FINISHED,619600,47600,14600,23,42,8,1,1/8/2023 23:42,0.12,4.18,24.68,0.13,4.32,19.45,48.45
70126743,1107,5,70126743,70126743,CANCELED,664000,39600,0,23,42,8,1,1/8/2023 23:42,,,,,,,
70126750,53,5,70126750,70126750,FINISHED,405200,27600,34800,23,42,8,1,1/8/2023 23:42,1.8,4.8,20.72,1.83,6.65,16.95,44.32
70126759,2439,5,70126759,70126759,FINISHED,199600,0,45760,23,42,8,1,1/8/2023 23:42,2.47,10,17.6,7.37,17.37,12.83,47.8
70126785,417,5,70126785,70126785,FINISHED,565600,47600,24000,23,42,8,1,1/8/2023 23:42,1.02,1.55,12.73,3.05,4.6,12.72,30.05
70126786,1037,5,70126786,70126786,FINISHED,399200,47600,35160,23,42,8,1,1/8/2023 23:42,0.25,3.75,16.75,0.25,4,9.47,30.23
70126788,1928,15,70126788,70126788,FINISHED,623200,39600,35400,23,42,8,1,1/8/2023 23:42,0.87,0.18,13.45,3.87,4.03,11.57,29.07
70126791,1928,15,70126791,70126791,FINISHED,368000,39600,32800,23,42,8,1,1/8/2023 23:42,0.87,0.07,13.48,3.85,3.92,21.97,39.37
70126794,89,5,70126794,70126794,FINISHED,120000,0,24000,23,42,8,1,1/8/2023 23:42,0.48,2.08,0.5,1.8,3.88,8.67,13.05
70126846,294,5,70126846,70126846,FINISHED,139600,39600,34680,23,42,8,1,1/8/2023 23:42,1.23,0.93,12.03,4.22,5.15,20.92,38.1
70126869,236,5,70126869,70126869,FINISHED,839200,47600,32000,23,43,8,1,1/8/2023 23:43,0.05,,19.68,,7.33,25.72,52.73
70126900,3528,5,70126900,70126900,FINISHED,127600,12000,24000,23,43,8,1,1/8/2023 23:43,0.98,1,12.38,2.43,3.45,14.3,30.13
70126909,1324,15,70126909,70126909,FINISHED,380000,0,32680,23,43,8,1,1/8/2023 23:43,,2.43,,,,7.95,33.83
70126944,3402,15,70126944,70126944,FINISHED,279600,0,27440,23,43,8,1,1/8/2023 23:43,3.18,0.07,2.53,5.08,5.15,22.13,29.8
70126966,1107,5,70126966,70126966,CANCELED,880000,39600,0,23,43,8,1,1/8/2023 23:43,,,,,,,
70127009,3528,5,70127009,70127009,FINISHED,87600,12000,34520,23,43,8,1,1/8/2023 23:43,0.1,7.97,19.17,0.53,8.5,16.97,44.65
70127014,495,5,70127014,70127014,FINISHED,439200,47600,14120,23,43,8,1,1/8/2023 23:43,0.1,3.6,13.38,1.3,4.92,29.48,47.78
70127017,361,5,70127017,70127017,FINISHED,688000,47600,42000,23,43,8,1,1/8/2023 23:43,1.62,1.23,16.62,4.12,5.35,32.72,54.68
70127019,3528,5,70127019,70127019,FINISHED,151600,12000,40440,23,43,8,1,1/8/2023 23:43,0.33,7.23,44.57,1.42,8.65,27.4,80.6
70127132,886,5,70127132,70127132,FINISHED,603200,19600,32000,23,44,8,1,1/8/2023 23:44,3.22,12.23,10.67,3.23,15.45,10.72,36.83
70127154,1914,5,70127154,70127154,FINISHED,186000,27960,35600,23,44,8,1,1/8/2023 23:44,3.67,0.02,28.17,3.68,3.68,16.37,48.22
70127156,2188,5,70127156,70127156,FINISHED,376800,27600,40520,23,44,8,1,1/8/2023 23:44,2.12,,15.37,,4.67,14.88,34.92
70127202,495,5,70127202,70127202,FINISHED,560800,47600,24000,23,44,8,1,1/8/2023 23:44,0.57,4.47,15.78,0.92,5.38,9.45,30.62
70127205,864,15,70127205,70127205,FINISHED,199200,23600,35480,23,44,8,1,1/8/2023 23:44,1.05,4.08,12.68,1.05,5.13,17.82,35.63
70127275,3528,5,70127275,70127275,FINISHED,139600,12000,45800,23,44,8,1,1/8/2023 23:44,0.7,9.23,32.4,1.25,10.47,18.22,61.1
70127277,676,5,70127277,70127277,FINISHED,349400,47600,38040,23,44,8,1,1/8/2023 23:44,,,18.3,,2.92,13.57,34.77
70127307,417,5,70127307,70127307,FINISHED,484000,47600,43920,23,45,8,1,1/8/2023 23:45,0.73,,16,,4.7,17.67,38.37
70127401,53,5,70127401,70127401,FINISHED,368000,27600,32000,23,45,8,1,1/8/2023 23:45,0.08,3.42,20.15,0.1,3.53,21.63,45.32
70127415,931,10,70127415,70127415,FINISHED,390000,22000,24000,23,45,8,1,1/8/2023 23:45,4.13,2.72,21.25,4.17,6.88,31.82,59.95
70127436,2439,5,70127436,70127436,FINISHED,126800,0,37920,23,45,8,1,1/8/2023 23:45,1.97,8.28,22.33,1.98,10.27,14.93,47.53
70127466,648,5,70127466,70127466,FINISHED,256080,39600,36240,23,45,8,1,1/8/2023 23:45,3.27,4.23,35.82,3.3,7.53,18.62,61.97
70127471,931,5,70127471,70127471,FINISHED,206800,27600,35240,23,45,8,1,1/8/2023 23:45,1,4.42,37.4,1.02,5.43,21.68,64.52
70127477,99,5,70127477,70127477,FINISHED,174800,36000,48000,23,45,8,1,1/8/2023 23:45,1.67,9.32,5.5,3.35,12.68,17.35,35.53
70127480,656,5,70127480,70127480,FINISHED,1957600,39600,32440,23,45,8,1,1/8/2023 23:45,0.78,2.08,19.67,0.88,2.98,10.98,33.62
70127498,590,5,70127498,70127498,FINISHED,292000,0,36920,23,45,8,1,1/8/2023 23:45,3.47,0.78,23.88,8.27,9.05,21.5,54.45
70127513,931,5,70127513,70127513,FINISHED,135600,27600,21200,23,45,8,1,1/8/2023 23:45,5.6,3.4,18.48,5.62,9,20.05,47.53
70127538,361,5,70127538,70127538,FINISHED,504000,47600,24000,23,46,8,1,1/8/2023 23:46,3,1.33,12.8,5.52,6.85,16,35.65
70127553,950,5,70127553,70127553,FINISHED,223200,27600,36600,23,46,8,1,1/8/2023 23:46,2.33,3.32,9.68,5.48,8.8,47.57,66.05
70127575,1107,5,70127575,70127575,CANCELED,708000,39600,0,23,46,8,1,1/8/2023 23:46,,,,,,,
70127603,149,5,70127603,70127603,FINISHED,378400,47600,24000,23,46,8,1,1/8/2023 23:46,1.72,6.13,20.32,2,8.13,16.25,44.7
70127660,616,5,70127660,70127660,FINISHED,191120,23960,48480,23,46,8,1,1/8/2023 23:46,0.73,0.88,10.02,1.85,2.73,20.75,33.52
70127662,149,5,70127662,70127662,FINISHED,555600,47600,24000,23,46,8,1,1/8/2023 23:46,0.77,9.07,21.57,1.43,10.5,6.8,38.87
70127706,676,5,70127706,70127706,FINISHED,375200,47600,32000,23,46,8,1,1/8/2023 23:46,1.23,2.47,21.57,1.27,3.73,8.67,33.97
70127755,2734,5,70127755,70127755,FINISHED,159600,0,33760,23,46,8,1,1/8/2023 23:46,1.33,1.87,13.6,3.12,4.98,17.77,36.35
70127756,416,5,70127756,70127756,FINISHED,299600,47600,50920,23,46,8,1,1/8/2023 23:46,0.4,1.8,21.63,1.35,3.15,22.15,46.93
70127758,676,5,70127758,70127758,FINISHED,763200,47600,18520,23,46,8,1,1/8/2023 23:46,,,27.02,,12.42,8.8,48.23
70127761,676,5,70127761,70127761,FINISHED,527600,47600,32000,23,46,8,1,1/8/2023 23:46,9.78,2.27,27.18,9.8,12.07,26.78,66.05
70127828,1928,15,70127828,70127828,FINISHED,399200,39600,31960,23,47,8,1,1/8/2023 23:47,0.67,,31.35,,4.32,6.25,41.92
70127846,1057,5,70127846,70127846,FINISHED,559600,47600,46400,23,47,8,1,1/8/2023 23:47,1.55,0.23,11.78,1.62,1.85,19.13,32.78
70127849,802,5,70127849,70127849,FINISHED,448000,19600,47920,23,47,8,1,1/8/2023 23:47,1.62,3.22,7.43,2.52,5.75,26.68,39.87
70127857,1324,13,70127857,70127857,FINISHED,192000,47600,44760,23,47,8,1,1/8/2023 23:47,1.25,1.8,1.6,1.27,3.05,25.55,30.18
70127918,582,5,70127918,70127918,FINISHED,405600,27600,35880,23,47,8,1,1/8/2023 23:47,2.48,1.42,7.48,5.32,6.73,21.05,35.27
70127929,632,5,70127929,70127929,FINISHED,152000,47600,20040,23,47,8,1,1/8/2023 23:47,0.82,9.77,9.05,1.72,11.47,22.33,42.85
70127931,495,5,70127931,70127931,FINISHED,364800,47600,42080,23,47,8,1,1/8/2023 23:47,1.32,17.88,11.12,2.7,20.58,16.57,48.27
70127967,2439,5,70127967,70127967,FINISHED,359600,0,35680,23,47,8,1,1/8/2023 23:47,,,34.65,,8.98,20.82,64.45
70127975,53,5,70127975,70127975,FINISHED,372800,27600,24000,23,47,8,1,1/8/2023 23:47,0.62,2.05,19.93,1.82,3.87,19.47,43.27
70128057,1107,5,70128057,70128057,CANCELED,852000,39600,0,23,47,8,1,1/8/2023 23:47,,,,,,,
70128066,495,5,70128066,70128066,FINISHED,425000,47600,33120,23,47,8,1,1/8/2023 23:47,0.08,1.53,8.8,1.68,3.2,14.43,26.43
70128070,294,5,70128070,70128070,FINISHED,210000,27600,13560,23,47,8,1,1/8/2023 23:47,1.62,0.38,29.55,4.87,5.23,22.9,57.68
70128106,676,5,70128106,70128106,FINISHED,251600,47600,32000,23,48,8,1,1/8/2023 23:48,4.8,3.47,19.88,4.87,8.33,16.18,44.4
70128108,632,5,70128108,70128108,FINISHED,404000,47600,105440,23,48,8,1,1/8/2023 23:48,1.82,9.27,10.43,3.35,12.62,21.55,44.6
70128109,361,5,70128109,70128109,FINISHED,454000,47600,39160,23,48,8,1,1/8/2023 23:48,1.67,1.42,12.3,3.87,5.28,35.77,53.35
70128112,99,5,70128112,70128112,FINISHED,375200,36000,24000,23,48,8,1,1/8/2023 23:48,0.87,1.18,4.17,2.42,3.6,19.42,27.18
70128144,495,5,70128144,70128144,FINISHED,359200,47600,24000,23,48,8,1,1/8/2023 23:48,1.88,3.53,16.47,3.82,7.35,22.35,46.17
70128266,274,5,70128266,70128266,FINISHED,207200,47600,32000,23,48,8,1,1/8/2023 23:48,5.38,9.57,7.6,5.43,15,30.33,52.93
70128268,679,5,70128268,70128268,CANCELED,242800,39600,0,23,48,8,1,1/8/2023 23:48,,,,,,,
70128271,1153,5,70128271,70128271,FINISHED,281600,0,12120,23,48,8,1,1/8/2023 23:48,2.33,1.87,21.8,3.98,5.87,12.93,40.6
70128373,1037,5,70128373,70128373,FINISHED,429600,47600,32000,23,49,8,1,1/8/2023 23:49,0.75,3.17,18.82,0.9,4.07,6.25,29.13
70128394,2170,15,70128394,70128394,FINISHED,368000,0,80000,23,49,8,1,1/8/2023 23:49,,,,,,,9.38
70128434,1928,15,70128434,70128434,FINISHED,455200,39600,0,23,49,8,1,1/8/2023 23:49,1.7,,41,,5.15,36.53,82.68
70128473,496,5,70128473,70128473,FINISHED,668800,47600,14600,23,49,8,1,1/8/2023 23:49,0.08,4.08,17.4,0.12,4.2,8.58,30.2
70128475,56,5,70128475,70128475,FINISHED,198000,27600,24000,23,49,8,1,1/8/2023 23:49,0.93,9.33,9.5,0.97,10.28,38.62,58.42
70128476,658,5,70128476,70128476,FINISHED,349400,47600,58080,23,49,8,1,1/8/2023 23:49,1.72,1.65,5.63,5.05,6.7,22.35,34.68
70128565,99,5,70128565,70128565,FINISHED,338000,36000,32000,23,49,8,1,1/8/2023 23:49,0.88,3.28,9.77,0.9,4.18,12.98,26.93
70128599,2541,5,70128599,70128599,FINISHED,284800,27600,53600,23,49,8,1,1/8/2023 23:49,0.9,8.97,24.98,3.72,12.67,23.5,61.17
70128679,496,5,70128679,70128679,FINISHED,542800,47600,12240,23,50,8,1,1/8/2023 23:50,1.73,7.6,23,1.8,9.4,11.35,43.75
70128739,8,10,70128739,70128739,FINISHED,104000,43600,22800,23,50,8,1,1/8/2023 23:50,1.58,14.78,30.33,1.7,16.48,0.02,46.83
70128848,2313,5,70128848,70128848,FINISHED,535200,39600,36160,23,50,8,1,1/8/2023 23:50,1.68,0.78,14.75,4.08,4.87,19.32,38.95
70128860,676,5,70128860,70128860,FINISHED,859600,47600,38200,23,50,8,1,1/8/2023 23:50,9.27,3.93,22.93,9.28,13.22,11.77,47.92
70128867,294,10,70128867,70128867,FINISHED,423200,39600,35920,23,50,8,1,1/8/2023 23:50,3.3,1.37,19.6,6.87,8.23,12.68,40.52
70128959,1037,5,70128959,70128959,FINISHED,449600,47600,42000,23,51,8,1,1/8/2023 23:51,4.32,3.9,18.67,4.37,8.27,10.6,37.55
70128960,676,5,70128960,70128960,FINISHED,902000,47600,39680,23,51,8,1,1/8/2023 23:51,,,30.05,,4.47,12.98,47.52
70128977,100,5,70128977,70128977,FINISHED,163600,0,24000,23,51,8,1,1/8/2023 23:51,2.5,12.52,9.72,3.58,16.1,14.67,40.48
70129026,361,5,70129026,70129026,FINISHED,398000,47600,44280,23,51,8,1,1/8/2023 23:51,0.3,2.53,21.42,2,4.53,13,38.95
70129034,3070,5,70129034,70129034,FINISHED,163200,0,32000,23,51,8,1,1/8/2023 23:51,1.6,0.53,12.73,4.03,4.55,14.28,31.58
70129113,2439,15,70129113,70129113,FINISHED,199600,0,38320,23,51,8,1,1/8/2023 23:51,2.63,12.85,15.83,2.67,15.52,43.02,74.35
70129117,274,5,70129117,70129117,FINISHED,403200,47600,34080,23,51,8,1,1/8/2023 23:51,2.22,0.13,15.87,2.22,2.35,11.77,29.98
70129180,274,5,70129180,70129180,FINISHED,693200,47600,32520,23,51,8,1,1/8/2023 23:51,7.23,9.78,8.63,7.27,17.05,24.73,50.43
70129237,950,5,70129237,70129237,FINISHED,566000,27600,66640,23,51,8,1,1/8/2023 23:51,1.13,5.48,13.45,1.15,6.63,40.67,60.75
70129255,236,5,70129255,70129255,FINISHED,223600,47600,13480,23,51,8,1,1/8/2023 23:51,0.25,3.53,15.87,3.8,7.35,15.48,38.7
70129328,1037,5,70129328,70129328,FINISHED,520800,47600,44160,23,52,8,1,1/8/2023 23:52,1.13,4.15,14.35,1.18,5.32,12.75,32.42
70129335,676,5,70129335,70129335,FINISHED,396000,47600,36800,23,52,8,1,1/8/2023 23:52,0.15,2.93,37.85,0.17,3.12,13.57,54.52
70129336,53,5,70129336,70129336,FINISHED,339600,27600,24000,23,52,8,1,1/8/2023 23:52,0.77,10.73,19.32,0.85,11.57,32.65,63.53
70129421,417,5,70129421,70129421,FINISHED,307400,47600,36480,23,52,8,1,1/8/2023 23:52,1.17,1.03,18.38,4.32,5.35,26.93,50.67
70129424,676,5,70129424,70129424,FINISHED,429200,47600,32000,23,52,8,1,1/8/2023 23:52,1.27,4.45,29.73,1.3,5.75,11.47,46.95
70129513,707,5,70129513,70129513,FINISHED,309600,47600,20520,23,52,8,1,1/8/2023 23:52,0.07,2.53,21.35,3.72,6.25,28.12,55.72
70129560,1399,5,70129560,70129560,FINISHED,622800,0,32280,23,52,8,1,1/8/2023 23:52,1.12,6.38,42.17,1.17,7.55,20.07,69.78
70129590,983,5,70129590,70129590,FINISHED,237000,27600,24000,23,52,8,1,1/8/2023 23:52,3.95,6.72,11.68,3.97,10.68,10.15,32.52
